size_um,65.13744218,65.15866667,65.17989116,65.20111565,65.22234014,65.24356463,65.26478912,65.28512048,65.30319277,65.32126506,64.90777922,64.93167532,64.9495974,64.96751948,64.99245455,65.01972727,65.047,65.07376871,65.0949932,65.11621769,64.70348649,64.74402703,64.79707692,64.83092308,64.86476923,64.88985714,63.80885294,63.85297059,63.89286792,63.93135849,63.96984906,64.00833962,64.04683019,64.08532075,64.12381132,64.16427586,62.90153333,62.95353333,63.0104,63.1096,63.2216,63.3176,63.40022222,63.458,63.54318182,63.58858,63.64738,63.70618,63.76473529,62.01677778,62.04195,62.08095,62.11995,61.74383957,61.78014583,61.81139583,61.84264583,61.8716,61.8956,61.9196,61.9436,61.99233333,61.47085156,61.494,61.51622222,61.53844444,61.56066667,61.58525,61.61025,61.63525,61.66041711,61.70212834,61.30749219,61.33139844,61.35530469,61.37921094,61.40311719,61.42742188,61.45092969,60.88455738,60.97568639,61.08574556,61.19580473,61.29872656,61.37841406,62.14335,62.22729412,62.28563158,62.34289474,62.39657895,62.45026316,62.50394737,62.552,62.59905882,62.64779443,64.20565517,64.24991304,64.28121739,64.31253488,64.34462791,64.37672093,64.42252778,64.46086111,64.49861364,64.52997727,64.56134091,64.60553488,64.64181395,64.67809302,58.25717073,58.54494025,59.05241379,59.33439759,59.68261905,59.96374194,60.31518333,60.77851667,65.3489759,65.37307229,65.40319277,65.43331325,65.46343374,65.48,65.54024096,65.60048193,65.66072289,65.72096386,65.78120482,65.84144578,65.90168675,65.96192771,65.9860241,66.04626506,66.10650603,64.21324138,64.22226087,64.2306087,64.23895652,64.24730435,64.27234783,64.28904348,64.2973913,64.31413953,64.32269767,64.33981395,64.35693023,64.37404651,64.39972093,64.41933333,64.42955556,64.43977778,64.50018182,64.52527273
0.0582,0,0,0.00522,0,0.0247,0.03571,0.00373,0,0,0,0,0,0,0,0.00989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.00478,0.00322,0,0,0,0.00812,0.00443,0.00637,0.00314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0679,0,0,0.01242,0.00093,0.05744,0.08148,0.00909,0,0,0,0,0,0,0,0.02427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257,0.01209,0.00875,0.00047,0,0,0.01884,0.01108,0.01624,0.00873,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0791,0,0,0.02259,0.00626,0.0963,0.13246,0.01705,0,0,0,0,0.0001,0,0,0.04176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.02294,0.01699,0.00297,0.00105,0,0.0324,0.02011,0.0293,0.01707,0.00432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0921,0,0,0.03685,0.01822,0.13926,0.18355,0.0288,0,0,0,0,0.00357,0,0,0.06055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01776,0.03858,0.02835,0.00921,0.00756,0.00888,0.04926,0.03175,0.04508,0.02832,0.01352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1073,0,0,0.05649,0.03927,0.18513,0.2313,0.04572,0,0,0,0,0.01109,0,0,0.0795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00997,0.03537,0.06067,0.04368,0.02134,0.02108,0.02868,0.07037,0.04669,0.06362,0.04304,0.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,0,0.00869,0.08299,0.0717,0.23389,0.27445,0.06952,0,0,0,0,0.02447,0,0.00997,0.0987,0.00021,0,0,0,0.00479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157,0.02974,0.06335,0.09149,0.0648,0.04215,0.04473,0.06129,0.09751,0.06648,0.08606,0.06284,0.05656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1456,0.0061,0.0353,0.11836,0.11792,0.28718,0.31477,0.10263,0,0.01626,0.01935,0,0.04641,0.01404,0.03564,0.12029,0.04388,0.00015,0,0.0283,0.03788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443,0.00014,0.01762,0.01684,0.06313,0.10603,0.13485,0.09567,0.07622,0.08341,0.11028,0.13386,0.09428,0.11562,0.09153,0.09614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1697,0.05321,0.07807,0.16581,0.18158,0.34951,0.35847,0.14898,0.04034,0.05685,0.05969,0.00874,0.08233,0.07675,0.07714,0.15,0.11049,0.02431,0.03443,0.07539,0.08815,0.00162,0.01589,0,0.03451,0.0149,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01767,0.00661,0.02308,0,0.00627,0.02062,0.03019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01872,0.04336,0.02195,0.05968,0.04803,0.11815,0.17143,0.1981,0.14543,0.13326,0.14693,0.1809,0.18557,0.13699,0.16003,0.13845,0.15389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1977,0.12925,0.14614,0.23061,0.26888,0.42872,0.41711,0.21519,0.118,0.12841,0.13655,0.08395,0.14395,0.16999,0.14332,0.19978,0.20794,0.07466,0.11372,0.14371,0.16129,0.09394,0.12751,0.08736,0.12424,0.09572,0.09117,0.00302,0.01355,0.03396,0.01964,0.0246,0.03152,0.04388,0.02967,0.03101,0.05599,0.05839,0.02792,0.02024,0.03674,0.02671,0.0162,0.02475,0.00556,0.0118,0,0.01212,0.01534,0.02103,0.00117,0,0,0.00279,0.04301,0.02001,0.03304,0.00541,0.03051,0.02972,0.0296,0.01035,0.00014,0.01336,0.00906,0,0.03237,0.00991,0.00264,0,0,0.02355,0.01404,0.07665,0.09172,0.11591,0.0732,0.10013,0.11531,0.12097,0.00602,0.01399,0.00546,0.00976,0.01609,0.03019,0.01186,0.03067,0.01238,0.02386,0.01511,0.01541,0.0338,0.01737,0.02582,0.01263,0.05863,0.05106,0.06122,0.06719,0.05939,0.05521,0.06166,0.05736,0.07881,0.06057,0,0.05872,0.00318,0.06854,0.00741,0.02899,0.02538,0.02428,0.01451,0,0.00883,0.0588,0.08174,0.11115,0.0793,0.13124,0.11462,0.21152,0.27518,0.29541,0.23478,0.23524,0.25664,0.28179,0.26393,0.20884,0.23585,0.22549,0.23822,0.00431,0.02057,0.0111,0.02712,0.03427,0.05571,0.02982,0.06012,0.02542,0.04203,0.05978,0.01001,0.0665,0.04677,0.03775,0.03858,0.03592,0.05503,0.08037
