size_um,64.5613,64.6055,64.6418,64.6781,65.349,65.3731,65.4032,65.4333,65.4634,65.48,65.5402,65.6005,65.6607,65.721,65.7812,65.8414,65.9017,65.9619,65.986,66.0463
0.0582,0,0,0,0,0,0,0,0,0,0,0.0006,0.00478,0.00322,0,0,0,0.00812,0.00443,0.00637,0.00314
0.0679,0,0,0,0,0,0,0,0,0,0,0.00257,0.01209,0.00875,0.00047,0,0,0.01884,0.01108,0.01624,0.00873
0.0791,0,0,0,0,0,0,0,0,0,0,0.0076,0.02294,0.01699,0.00297,0.00105,0,0.0324,0.02011,0.0293,0.01707
0.0921,0,0,0,0,0,0,0,0,0,0,0.01776,0.03858,0.02835,0.00921,0.00756,0.00888,0.04926,0.03175,0.04508,0.02832
0.1073,0,0,0,0,0,0,0,0,0,0.00997,0.03537,0.06067,0.04368,0.02134,0.02108,0.02868,0.07037,0.04669,0.06362,0.04304
0.125,0,0,0,0,0,0,0,0,0.00157,0.02974,0.06335,0.09149,0.0648,0.04215,0.04473,0.06129,0.09751,0.06648,0.08606,0.06284
0.1456,0,0,0,0,0,0.00443,0.00014,0.01762,0.01684,0.06313,0.10603,0.13485,0.09567,0.07622,0.08341,0.11028,0.13386,0.09428,0.11562,0.09153
0.1697,0,0,0,0,0.01872,0.04336,0.02195,0.05968,0.04803,0.11815,0.17143,0.1981,0.14543,0.13326,0.14693,0.1809,0.18557,0.13699,0.16003,0.13845
0.1977,0,0.05872,0.00318,0.06854,0.08174,0.11115,0.0793,0.13124,0.11462,0.21152,0.27518,0.29541,0.23478,0.23524,0.25664,0.28179,0.26393,0.20884,0.23585,0.22549
0.2303,0.08338,0.24576,0.15572,0.22298,0.20294,0.2233,0.22071,0.247,0.24941,0.36209,0.43182,0.43729,0.38654,0.4066,0.43528,0.41956,0.37881,0.3244,0.35899,0.37777
0.2683,0.25811,0.48396,0.35425,0.40991,0.3541,0.36236,0.39647,0.38579,0.40788,0.5268,0.59793,0.57649,0.53728,0.5744,0.61593,0.57221,0.50535,0.44734,0.48014,0.52485
0.3125,0.3673,0.65671,0.49678,0.53364,0.45513,0.48621,0.44904,0.50428,0.48631,0.63862,0.71739,0.66384,0.60498,0.64102,0.70756,0.71228,0.61501,0.53089,0.54409,0.57662
0.3641,0.4868,0.86225,0.65298,0.67885,0.59702,0.65163,0.56393,0.66257,0.62231,0.79933,0.88434,0.7915,0.73672,0.7602,0.8515,0.88515,0.77193,0.66483,0.66679,0.69579
0.4242,0.76469,1.25029,0.94352,0.96393,0.91711,0.94624,0.99392,0.9468,1.00533,1.13066,1.2041,1.05173,1.09258,1.08618,1.19548,1.14254,1.05047,0.95464,0.97469,1.05432
0.4941,0.87361,1.47413,1.08978,1.10936,1.12591,1.19782,1.20216,1.18256,1.24608,1.37151,1.4481,1.24218,1.33047,1.2686,1.40366,1.37361,1.30503,1.18147,1.20546,1.27869
0.5757,0.93368,1.65112,1.18971,1.21305,1.3196,1.46567,1.3785,1.43027,1.48213,1.61648,1.70033,1.44324,1.57665,1.44331,1.60133,1.62117,1.59074,1.42156,1.45492,1.50558
0.6707,1.07972,1.92602,1.35795,1.39104,1.65296,1.85041,1.84203,1.7878,1.95153,2.00473,2.07852,1.76149,2.02818,1.79217,1.95569,1.94287,1.99187,1.7976,1.87877,1.94985
0.7813,1.08806,2.0145,1.40057,1.43841,1.83822,2.16846,2.029,2.07714,2.23542,2.28982,2.37552,2.02639,2.34156,2.01629,2.17932,2.2442,2.3585,2.08317,2.20078,2.23576
0.9103,1.33796,2.12557,1.59483,1.56562,2.07165,2.55531,2.36953,2.43142,2.65142,2.66139,2.75876,2.41659,2.78498,2.40682,2.51466,2.62991,2.81464,2.43346,2.63058,2.66154
1.0604,1.66952,2.25568,1.85012,1.72921,2.31957,2.95298,2.73669,2.79612,3.08636,3.04568,3.15676,2.82979,3.24748,2.8314,2.87231,3.03065,3.28206,2.79527,3.07825,3.11504
1.2354,2.12803,2.40647,2.20229,1.94558,2.56026,3.34058,3.06714,3.15352,3.48549,3.41543,3.55117,3.25424,3.68423,3.26887,3.22964,3.44261,3.74475,3.14407,3.50946,3.55211
1.4393,2.80698,2.64139,2.72384,2.27398,2.84719,3.74648,3.44325,3.53344,3.90411,3.80503,3.97454,3.71767,4.13934,3.77019,3.63239,3.88207,4.2245,3.51698,3.96435,4.02666
1.6767,3.7214,2.98791,3.43334,2.73917,3.20066,4.16887,3.85948,3.93842,4.32571,4.21007,4.42588,4.20997,4.59835,4.32571,4.07993,4.34391,4.71579,3.92169,4.4376,4.53085
1.9534,4.85081,3.47038,4.32606,3.35642,3.65264,4.61171,4.33124,4.3776,4.75522,4.63327,4.9096,4.71994,5.06049,4.92699,4.57616,4.82115,5.21758,4.3762,4.93644,5.07158
2.2757,6.15435,4.09083,5.36709,4.1161,4.22119,5.07174,4.85751,4.85429,5.19118,5.06699,5.41891,5.22543,5.51356,5.54675,5.10894,5.29936,5.72141,4.88634,5.45723,5.63572
2.6512,7.5058,4.8063,6.45292,4.9672,4.90442,5.53532,5.43257,5.36435,5.62503,5.49825,5.93444,5.69673,5.94357,6.14831,5.6569,5.756,6.21227,5.44954,5.98982,6.20025
3.0887,8.76171,5.53453,7.436,5.81879,5.6714,5.97504,6.04418,5.89298,6.05331,5.91173,6.42762,6.0993,6.3358,6.69222,6.19,6.16413,6.67439,6.04901,6.51248,6.73297
3.5983,9.75441,6.15283,8.15524,6.54481,6.46741,6.34993,6.68346,6.42292,6.4744,6.29308,6.87009,6.39626,6.68174,7.15147,6.68355,6.50196,7.10075,6.6588,6.99898,7.20574
4.192,10.45391,6.51438,8.54324,7.00028,7.22279,6.61853,7.33479,6.93905,6.88273,6.62944,7.24134,6.55641,6.97152,7.51577,7.12061,6.76567,7.49277,7.25063,7.42349,7.58866
4.8837,9.66503,6.5059,8.71069,7.07904,7.89004,6.76837,7.98869,7.44097,7.28231,6.93284,7.55036,6.58346,7.22165,7.81434,7.51387,6.98127,7.45982,7.822,7.78638,7.88623
5.6895,8.19922,6.08874,7.6858,6.73987,8.46303,6.82958,8.0356,7.45597,7.20834,6.75197,7.2243,6.52088,6.92197,7.42796,7.28343,6.67035,7.00891,7.73609,7.45159,7.41798
6.6283,6.2861,5.30471,6.2299,6.01136,7.99575,6.12698,7.47459,7.02227,6.68492,6.17734,6.40692,5.80583,6.19072,6.57253,6.57487,5.99399,6.10438,7.07799,6.55495,6.39634
7.7219,4.26666,4.27819,4.59424,5.00337,6.90911,5.03976,6.34289,6.1496,5.73102,5.24843,5.17794,4.78894,5.0882,5.33302,5.45127,4.99519,4.84211,5.90739,5.20753,4.97041
8.996,2.46636,3.17645,3.04635,3.86948,5.40878,3.73206,4.85939,4.95839,4.49166,4.10349,3.73121,3.61393,3.78598,3.90191,4.0901,3.79819,3.41377,4.42615,3.86011,3.40442
10.4804,1.07438,2.07731,1.77357,2.6915,3.76149,2.40763,3.28404,3.62766,3.1551,2.9155,2.28448,2.45272,2.48345,2.48833,2.69971,2.57009,1.98543,2.88743,2.51269,1.95689
12.2096,0.18643,1.35277,0.89572,1.83296,2.24215,1.26321,1.87676,2.35651,1.92353,1.85908,0.83774,1.47153,1.37306,1.28537,1.47984,1.48212,0.55709,1.53522,1.16527,0.82875
14.2242,0,0.94676,0.43571,1.36074,1.04529,0.43145,0.80106,1.3016,0.94165,1.05207,0,0.78098,0.57504,0.08241,0.56244,0.65807,0,0.52988,0,0
16.5712,0,0.94849,0.43536,1.19978,0.26267,0,0,0.55016,0.27904,0.53852,0,0.41534,0.12225,0,0,0.14742,0,0,0,0
19.3055,0,1.20876,0.62511,1.3682,0,0,0,0,0,0.28946,0,0.49101,0,0,0,0,0,0,0,0
22.4909,0.30648,1.58605,0.92524,1.67702,0,0,0,0,0,0.41879,0,0.61767,0,0,0,0,0,0,0,0
26.2019,0.54987,1.93613,1.14312,1.96629,0,0.13413,0,0,0,0.39303,0,0.79432,0,0,0,0,0,0,0,0
30.5252,0.60508,2.14565,1.17002,2.10713,0.14899,0.40476,0,0,0,0.36183,0,0.90148,0,0,0.04668,0.10315,0,0.10444,0,0
35.5618,0.51714,2.15626,1.01147,2.03456,0.32774,0.64949,0,0,0,0.28548,0,0.88239,0,0,0.18254,0.18765,0,0.2579,0,0
41.4295,0.36335,1.97127,0.74599,1.75952,0.43014,0.82679,0,0,0,0.18454,0,0.74852,0,0,0.25072,0.22007,0,0.33019,0,0
48.2654,0.2362,1.64366,0.4674,1.35458,0.44352,0.91913,0,0,0,0.09495,0,0.5509,0,0,0.24915,0.20573,0,0.32446,0,0
56.2292,0.13568,1.25508,0.25457,0.96906,0.38744,0.92854,0,0,0,0.03952,0,0.35086,0,0,0.19843,0.16422,0,0.26595,0,0
65.507,0.06181,0.86998,0.10476,0.60796,0.29308,0.86526,0,0,0,0.01027,0,0.1876,0,0,0.14772,0.11494,0,0.18257,0,0
76.3157,0,0.54475,0.01559,0.28072,0.19375,0.74855,0,0,0,0,0,0.06625,0,0,0.09701,0.06857,0,0.09545,0,0
88.9077,0,0.30247,0,0,0.09442,0.59781,0,0,0,0,0,0,0,0,0,0.02616,0,0.00834,0,0
103.5775,0,0.0909,0,0,0,0.44706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.6678,0,0,0,0,0,0.29631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.578,0,0,0,0,0,0.14557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163.7733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.7959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05269,0,0,0,0
258.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16433,0,0,0,0
301.68021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26319,0,0,0,0
351.45749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31251,0,0,0,0
409.44791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29037,0,0,0,0
477.00681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19909,0,0,0,0
555.71301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10781,0,0,0,0
647.40558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754.22748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.67499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
