,Volcano Number,Volcano Name_x,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude_x,Longitude_x,Volcano Name_y,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude_y,Longitude_y,Elevation (m),Dominant Rock Type,Tectonic Setting
0,357040,Planchon-Peteroa,22297,Confirmed Eruption,,,,,2018,,12.0,,16.0,,Historical Observations,,2018.0,,12.0,,16.0,,-35.223,-70.568,Planchon-Peteroa,Chile,Stratovolcano(es),Eruption Observed,2018 CE,South America,Central Chile and Argentina,-35.223,-70.568,3977.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
1,357090,Copahue,22299,Confirmed Eruption,Agrio Crater,,,,2018,,12.0,,2.0,,Historical Observations,,2018.0,,12.0,,7.0,,-37.856,-71.183,Copahue,Chile-Argentina,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-37.856,-71.183,2953.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
2,267020,Karangetang,22294,Confirmed Eruption,,,,,2018,,11.0,,25.0,,Historical Observations,,2018.0,,11.0,,25.0,,2.781,125.407,Karangetang,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sangihe Islands,2.781,125.407,1797.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
3,282050,Kuchinoerabujima,22296,Confirmed Eruption,,,,,2018,,10.0,,21.0,,Historical Observations,>,2018.0,,12.0,,18.0,,30.443,130.217,Kuchinoerabujima,Japan,Stratovolcano(es),Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
4,268060,Gamalama,22295,Confirmed Eruption,,,,,2018,,10.0,,4.0,,Historical Observations,,2018.0,,10.0,,6.0,,0.8,127.33,Gamalama,Indonesia,Stratovolcano(es),Eruption Observed,2018 CE,Indonesia,Halmahera,0.8,127.33,1715.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
5,266030,Soputan,22293,Confirmed Eruption,,,,,2018,,10.0,,2.0,,Historical Observations,,2018.0,,12.0,,15.0,,1.112,124.737,Soputan,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sulawesi,1.112,124.737,1785.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
6,260010,Barren Island,22292,Confirmed Eruption,,,,,2018,,9.0,,25.0,,Historical Observations,,2018.0,,11.0,,12.0,,12.278,93.858,Barren Island,India,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Andaman Islands,12.278,93.858,354.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
7,252120,Ulawun,22286,Confirmed Eruption,,,,,2018,,9.0,,21.0,,Historical Observations,,2018.0,,10.0,,12.0,,-5.05,151.33,Ulawun,Papua New Guinea,Stratovolcano,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
8,290200,Ketoi,22287,Confirmed Eruption,,,,,2018,,9.0,,21.0,,Historical Observations,,2018.0,,9.0,,21.0,,47.35,152.475,Ketoi,Russia,Stratovolcano,Eruption Observed,2018 CE,Kuril Islands,Kuril Islands,47.35,152.475,1172.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
9,290240,Sarychev Peak,22288,Confirmed Eruption,,2.0,,,2018,,9.0,,12.0,1.0,Historical Observations,,2018.0,,10.0,,15.0,,48.092,153.2,Sarychev Peak,Russia,Stratovolcano,Eruption Observed,2018 CE,Kuril Islands,Kuril Islands,48.092,153.2,1496.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
10,311060,Semisopochnoi,22289,Confirmed Eruption,,,,,2018,,9.0,,8.0,,Historical Observations,,2018.0,,10.0,,31.0,,51.93,179.58,Semisopochnoi,United States,Stratovolcano,Eruption Observed,2018 CE,Alaska,Aleutian Islands,51.93,179.58,1221.0,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km)
11,312070,Veniaminof,22290,Confirmed Eruption,,1.0,,,2018,,9.0,,4.0,,Historical Observations,>,2018.0,,12.0,,20.0,,56.17,-159.38,Veniaminof,United States,Stratovolcano,Eruption Observed,2018 CE,Alaska,Alaska Peninsula,56.17,-159.38,2507.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
12,290390,Alaid,22281,Confirmed Eruption,,1.0,,,2018,,8.0,,20.0,,Historical Observations,,2018.0,,8.0,,21.0,,50.861,155.565,Alaid,Russia,Stratovolcano,Eruption Observed,2018 CE,Kuril Islands,Kuril Islands,50.861,155.565,2285.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
13,352090,Sangay,22283,Confirmed Eruption,,2.0,,,2018,,8.0,,8.0,,Historical Observations,>,2018.0,,12.0,,7.0,,-2.005,-78.341,Sangay,Ecuador,Stratovolcano,Eruption Observed,2018 CE,South America,Ecuador,-2.005,-78.341,5286.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
14,345020,Rincon de la Vieja,22282,Confirmed Eruption,,1.0,,,2018,,7.0,,28.0,,Historical Observations,,2018.0,,12.0,,3.0,,10.83,-85.324,Rincon de la Vieja,Costa Rica,Complex,Eruption Observed,2018 CE,México and Central America,Costa Rica,10.83,-85.324,1916.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
15,284096,Nishinoshima,22280,Confirmed Eruption,,1.0,,,2018,,7.0,,12.0,,Historical Observations,,2018.0,,7.0,,12.0,,27.247,140.874,Nishinoshima,Japan,Caldera,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
16,353050,"Negra, Sierra",22279,Confirmed Eruption,Summit crater and NNW flank,2.0,,,2018,,6.0,,26.0,,Historical Observations,,2018.0,,8.0,,23.0,,-0.83,-91.17,"Negra, Sierra",Ecuador,Shield,Eruption Observed,2018 CE,South America,Galapagos Islands,-0.83,-91.17,1124.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
17,344040,Telica,22277,Confirmed Eruption,,1.0,,,2018,,6.0,,21.0,,Historical Observations,,2018.0,,8.0,,15.0,,12.606,-86.84,Telica,Nicaragua,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Nicaragua,12.606,-86.84,1036.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
18,262000,Krakatau,22275,Confirmed Eruption,,1.0,,,2018,,6.0,,18.0,,Historical Observations,>,2018.0,,12.0,,20.0,,-6.102,105.423,Krakatau,Indonesia,Caldera,Eruption Observed,2018 CE,Indonesia,Krakatau,-6.102,105.423,813.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
19,353010,Fernandina,22278,Confirmed Eruption,,1.0,,,2018,,6.0,,16.0,,Historical Observations,,2018.0,,6.0,,21.0,,-0.37,-91.55,Fernandina,Ecuador,Shield,Eruption Observed,2018 CE,South America,Galapagos Islands,-0.37,-91.55,1476.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
20,311120,Great Sitkin,22276,Confirmed Eruption,,1.0,,,2018,,6.0,,10.0,,Historical Observations,,2018.0,,8.0,,11.0,,52.076,-176.13,Great Sitkin,United States,Stratovolcano,Eruption Observed,2018 CE,Alaska,Aleutian Islands,52.076,-176.13,1740.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
21,252120,Ulawun,22285,Confirmed Eruption,,,,,2018,,6.0,,8.0,,Historical Observations,,2018.0,,6.0,,8.0,,-5.05,151.33,Ulawun,Papua New Guinea,Stratovolcano,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
22,261170,Kerinci,22274,Confirmed Eruption,,1.0,,,2018,,6.0,,5.0,,Historical Observations,,2018.0,,10.0,,22.0,,-1.697,101.264,Kerinci,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sumatra,-1.697,101.264,3800.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
23,263250,Merapi,22264,Confirmed Eruption,,3.0,,,2018,,5.0,,11.0,,Historical Observations,>,2018.0,,12.0,,13.0,,-7.54,110.446,Merapi,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Java,-7.54,110.446,2910.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
24,300130,Karymsky,22265,Confirmed Eruption,,3.0,,,2018,,4.0,,28.0,,Historical Observations,,2018.0,,9.0,,30.0,,54.049,159.443,Karymsky,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
25,261140,Marapi,22262,Confirmed Eruption,Verbeek Crater,2.0,,,2018,,4.0,,27.0,,Historical Observations,,2018.0,,5.0,,2.0,,-0.38,100.474,Marapi,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Sumatra,-0.38,100.474,2885.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
26,344020,San Cristobal,22266,Confirmed Eruption,,1.0,,,2018,,4.0,,22.0,,Historical Observations,,2018.0,,4.0,,22.0,,12.702,-87.004,San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2018 CE,México and Central America,Nicaragua,12.702,-87.004,1745.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
27,233020,"Fournaise, Piton de la",22261,Confirmed Eruption,,0.0,,,2018,,4.0,,3.0,,Historical Observations,,2018.0,,11.0,,1.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
28,263200,Dieng Volcanic Complex,22263,Confirmed Eruption,Sileri Crater,1.0,,,2018,,4.0,,1.0,,Historical Observations,,2018.0,,4.0,,1.0,,-7.2,109.879,Dieng Volcanic Complex,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Java,-7.2,109.879,2565.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
29,282090,Kirishimayama,22257,Confirmed Eruption,Shinmoedake,3.0,,,2018,,3.0,,1.0,,Historical Observations,>,2018.0,,12.0,,3.0,,31.934,130.862,Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
30,352090,Sangay,22259,Confirmed Eruption,Summit crater,1.0,,,2018,,2.0,,25.0,,Historical Observations,,2018.0,,2.0,,25.0,,-2.005,-78.341,Sangay,Ecuador,Stratovolcano,Eruption Observed,2018 CE,South America,Ecuador,-2.005,-78.341,5286.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
31,267020,Karangetang,22256,Confirmed Eruption,,1.0,,,2018,,2.0,,2.0,,Historical Observations,,2018.0,,2.0,,2.0,,2.781,125.407,Karangetang,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sangihe Islands,2.781,125.407,1797.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
32,283120,Kusatsu-Shiranesan,22258,Confirmed Eruption,Motoshiranesan,1.0,,,2018,,1.0,,23.0,,Historical Observations,,2018.0,,1.0,,23.0,,36.618,138.528,Kusatsu-Shiranesan,Japan,Stratovolcano(es),Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Honshu,36.618,138.528,2165.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
33,343100,San Miguel,22251,Confirmed Eruption,,1.0,,,2018,,1.0,,14.0,,Historical Observations,,2018.0,,5.0,,30.0,,13.434,-88.269,San Miguel,El Salvador,Stratovolcano,Eruption Observed,2018 CE,México and Central America,El Salvador and Honduras,13.434,-88.269,2130.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
34,273030,Mayon,22250,Confirmed Eruption,,2.0,,,2018,,1.0,,13.0,,Historical Observations,>,2018.0,,12.0,,11.0,,13.257,123.685,Mayon,Philippines,Stratovolcano,Eruption Observed,2018 CE,Philippines and SE Asia,Luzon,13.257,123.685,2462.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
35,251002,Kadovar,22246,Confirmed Eruption,,2.0,,,2018,,1.0,,5.0,,Historical Observations,>,2018.0,,12.0,,2.0,,-3.608,144.588,Kadovar,Papua New Guinea,Stratovolcano,Evidence Credible,2018 CE,Melanesia and Australia,Northeast of New Guinea,-3.608,144.588,365.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
36,272020,Kanlaon,22249,Confirmed Eruption,,2.0,,,2017,,12.0,,9.0,,Historical Observations,,2017.0,,12.0,,9.0,,10.412,123.132,Kanlaon,Philippines,Stratovolcano,Eruption Observed,2017 CE,Philippines and SE Asia,Central Philippines,10.412,123.132,2435.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
37,264020,Agung,22241,Confirmed Eruption,Summit crater,3.0,,,2017,,11.0,,21.0,,Historical Observations,>,2018.0,,12.0,,14.0,,-8.343,115.508,Agung,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
38,261230,Dempo,22248,Confirmed Eruption,,1.0,,,2017,,11.0,,9.0,,Historical Observations,,2017.0,,11.0,,9.0,,-4.016,103.121,Dempo,Indonesia,Stratovolcano(es),Eruption Observed,2017 CE,Indonesia,Sumatra,-4.016,103.121,3142.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
39,256010,Tinakula,22239,Confirmed Eruption,,3.0,,,2017,,10.0,,21.0,,Historical Observations,,2017.0,,10.0,,26.0,,-10.386,165.804,Tinakula,Solomon Islands,Stratovolcano,Eruption Observed,2017 CE,Melanesia and Australia,Santa Cruz Islands,-10.386,165.804,796.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
40,282090,Kirishimayama,22242,Confirmed Eruption,Shinmoedake,2.0,,,2017,,10.0,,11.0,,Historical Observations,,2017.0,,10.0,,17.0,,31.934,130.862,Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
41,257030,Ambae,22240,Confirmed Eruption,,3.0,,,2017,,9.0,?,6.0,,Historical Observations,>,2018.0,,11.0,,27.0,,-15.389,167.835,Ambae,Vanuatu,Shield,Eruption Observed,2018 CE,Melanesia and Australia,Vanuatu,-15.389,167.835,1496.0,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km)
42,353010,Fernandina,22245,Confirmed Eruption,SSW caldera rim,2.0,,,2017,,9.0,,4.0,,Historical Observations,,2017.0,,9.0,,7.0,1.0,-0.37,-91.55,Fernandina,Ecuador,Shield,Eruption Observed,2018 CE,South America,Galapagos Islands,-0.37,-91.55,1476.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
43,344020,San Cristobal,22252,Confirmed Eruption,,3.0,,,2017,,8.0,,18.0,,Historical Observations,,2017.0,,11.0,,11.0,,12.702,-87.004,San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2018 CE,México and Central America,Nicaragua,12.702,-87.004,1745.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
44,261170,Kerinci,22273,Confirmed Eruption,,1.0,,,2017,,8.0,,13.0,,Historical Observations,,2017.0,,8.0,,13.0,,-1.697,101.264,Kerinci,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sumatra,-1.697,101.264,3800.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
45,352090,Sangay,22231,Confirmed Eruption,Summit crater,2.0,,,2017,,7.0,,20.0,,Historical Observations,,2017.0,,10.0,,26.0,,-2.005,-78.341,Sangay,Ecuador,Stratovolcano,Eruption Observed,2018 CE,South America,Ecuador,-2.005,-78.341,5286.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
46,264050,Sangeang Api,22228,Confirmed Eruption,Summit crater,2.0,,,2017,,7.0,,15.0,,Historical Observations,>,2018.0,,12.0,,20.0,,-8.2,119.07,Sangeang Api,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Lesser Sunda Islands,-8.2,119.07,1949.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
47,233020,"Fournaise, Piton de la",22224,Confirmed Eruption,,0.0,,,2017,,7.0,,14.0,,Historical Observations,,2017.0,,8.0,,28.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
48,252120,Ulawun,22225,Confirmed Eruption,,1.0,,,2017,,6.0,,11.0,,Historical Observations,,2017.0,,11.0,,3.0,,-5.05,151.33,Ulawun,Papua New Guinea,Stratovolcano,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
49,273010,Bulusan,22229,Confirmed Eruption,,1.0,,,2017,,6.0,,5.0,,Historical Observations,,2017.0,,6.0,,5.0,,12.769,124.056,Bulusan,Philippines,Stratovolcano(es),Eruption Observed,2017 CE,Philippines and SE Asia,Luzon,12.769,124.056,1535.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
50,261140,Marapi,22226,Confirmed Eruption,Verbeek Crater,1.0,,,2017,,6.0,,4.0,,Historical Observations,,2017.0,,6.0,,4.0,,-0.38,100.474,Marapi,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Sumatra,-0.38,100.474,2885.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
51,300130,Karymsky,22230,Confirmed Eruption,,3.0,,,2017,,6.0,,4.0,,Historical Observations,,2018.0,,1.0,,27.0,,54.049,159.443,Karymsky,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
52,357090,Copahue,22232,Confirmed Eruption,Agrio Crater,1.0,,,2017,,6.0,,4.0,,Historical Observations,,2018.0,,7.0,,31.0,,-37.856,-71.183,Copahue,Chile-Argentina,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-37.856,-71.183,2953.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
53,345020,Rincon de la Vieja,22208,Confirmed Eruption,Crater lake,2.0,,,2017,,5.0,,23.0,,Historical Observations,,2018.0,,1.0,,9.0,,10.83,-85.324,Rincon de la Vieja,Costa Rica,Complex,Eruption Observed,2018 CE,México and Central America,Costa Rica,10.83,-85.324,1916.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
54,263200,Dieng Volcanic Complex,22227,Confirmed Eruption,Sileri Crater,1.0,,,2017,,4.0,,30.0,,Historical Observations,,2017.0,,7.0,,2.0,,-7.2,109.879,Dieng Volcanic Complex,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Java,-7.2,109.879,2565.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
55,284096,Nishinoshima,22207,Confirmed Eruption,,2.0,,,2017,,4.0,,18.0,1.0,Historical Observations,,2017.0,,8.0,,17.0,6.0,27.247,140.874,Nishinoshima,Japan,Caldera,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
56,345040,Poas,22209,Confirmed Eruption,,1.0,,,2017,,4.0,,12.0,,Historical Observations,,2017.0,,11.0,,6.0,,10.2,-84.233,Poas,Costa Rica,Stratovolcano,Eruption Observed,2017 CE,México and Central America,Costa Rica,10.2,-84.233,2708.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
57,222120,"Lengai, Ol Doinyo",22284,Confirmed Eruption,,0.0,,,2017,,4.0,,9.0,,Historical Observations,>,2018.0,,10.0,,16.0,,-2.764,35.914,"Lengai, Ol Doinyo",Tanzania,Stratovolcano,Eruption Observed,2018 CE,Africa and Red Sea,Africa (eastern),-2.764,35.914,2962.0,Foidite,Rift zone / Continental crust (>25 km)
58,360160,Kick 'em Jenny,22260,Confirmed Eruption,,0.0,,,2017,,3.0,,29.0,,Hydrophonic,,2017.0,,3.0,,29.0,,12.3,-61.64,Kick 'em Jenny,Grenada,Submarine,Eruption Observed,2017 CE,West Indies,West Indies,12.3,-61.64,-185.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
59,282080,Aira,22203,Confirmed Eruption,Minamidake summit crater,1.0,,,2017,,3.0,,25.0,,Historical Observations,>,2018.0,,12.0,,20.0,,31.593,130.657,Aira,Japan,Caldera,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
60,300010,Kambalny,22198,Confirmed Eruption,,3.0,,,2017,,3.0,,24.0,,Historical Observations,,2017.0,,4.0,,10.0,,51.306,156.875,Kambalny,Russia,Stratovolcano,Eruption Dated,2017 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.306,156.875,2116.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
61,262000,Krakatau,22188,Confirmed Eruption,Summit crater,1.0,,,2017,,2.0,,19.0,,Historical Observations,,2017.0,,2.0,,19.0,,-6.102,105.423,Krakatau,Indonesia,Caldera,Eruption Observed,2018 CE,Indonesia,Krakatau,-6.102,105.423,813.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
62,344020,San Cristobal,22269,Confirmed Eruption,,1.0,,,2017,,2.0,,18.0,,Historical Observations,,2017.0,,4.0,,19.0,,12.702,-87.004,San Cristobal,Nicaragua,Stratovolcano,Eruption Observed,2018 CE,México and Central America,Nicaragua,12.702,-87.004,1745.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
63,233020,"Fournaise, Piton de la",22184,Confirmed Eruption,,0.0,,,2017,,1.0,,31.0,,Historical Observations,,2017.0,,2.0,,27.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
64,243030,Unnamed,22185,Confirmed Eruption,,0.0,,,2017,,1.0,,23.0,,Historical Observations,,2017.0,,1.0,,31.0,,-20.852,-175.55,Unnamed,Tonga,Submarine,Eruption Observed,2017 CE,New Zealand to Fiji,Tonga Islands,-20.852,-175.55,-296.0,No Data (checked),Subduction zone / Oceanic crust (< 15 km)
65,260010,Barren Island,22187,Confirmed Eruption,,2.0,,,2017,,1.0,,15.0,,Historical Observations,,2017.0,,5.0,?,16.0,,12.278,93.858,Barren Island,India,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Andaman Islands,12.278,93.858,354.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
66,343100,San Miguel,22192,Confirmed Eruption,,1.0,,,2017,,1.0,,7.0,,Historical Observations,,2017.0,,1.0,,7.0,,13.434,-88.269,San Miguel,El Salvador,Stratovolcano,Eruption Observed,2018 CE,México and Central America,El Salvador and Honduras,13.434,-88.269,2130.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
67,311300,Bogoslof,22182,Confirmed Eruption,,3.0,,,2016,,12.0,,20.0,,Historical Observations,,2017.0,,8.0,,30.0,,53.93,-168.03,Bogoslof,United States,Submarine,Eruption Observed,2017 CE,Alaska,Aleutian Islands,53.93,-168.03,150.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Intermediate crust (15-25 km)
68,290260,Chirinkotan,22175,Confirmed Eruption,,3.0,,,2016,,11.0,,29.0,,Historical Observations,,2017.0,,4.0,,7.0,,48.98,153.48,Chirinkotan,Russia,Stratovolcano,Eruption Observed,2017 CE,Kuril Islands,Kuril Islands,48.98,153.48,724.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
69,223020,Nyamuragira,22202,Confirmed Eruption,,0.0,,,2016,,11.0,,27.0,,Historical Observations,,2017.0,,5.0,,2.0,,-1.408,29.2,Nyamuragira,DR Congo,Shield,Eruption Observed,2017 CE,Africa and Red Sea,Africa (central),-1.408,29.2,3058.0,Trachybasalt / Tephrite Basanite,Rift zone / Continental crust (>25 km)
70,300120,Zhupanovsky,22177,Confirmed Eruption,,2.0,,,2016,,11.0,,20.0,,Historical Observations,,2016.0,,11.0,,20.0,,53.589,159.15,Zhupanovsky,Russia,Compound,Eruption Observed,2016 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.589,159.15,2899.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
71,261170,Kerinci,22172,Confirmed Eruption,,1.0,,,2016,,11.0,,15.0,,Historical Observations,,2016.0,,11.0,,21.0,,-1.697,101.264,Kerinci,Indonesia,Stratovolcano,Eruption Observed,2018 CE,Indonesia,Sumatra,-1.697,101.264,3800.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
72,354006,Sabancaya,22158,Confirmed Eruption,,3.0,,,2016,,11.0,,6.0,,Historical Observations,>,2018.0,,12.0,,16.0,,-15.787,-71.857,Sabancaya,Peru,Stratovolcano(es),Eruption Observed,2018 CE,South America,Peru,-15.787,-71.857,5960.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
73,290380,Ebeko,22176,Confirmed Eruption,,2.0,,,2016,,10.0,,20.0,,Historical Observations,>,2018.0,,12.0,,20.0,,50.686,156.014,Ebeko,Russia,Stratovolcano,Eruption Observed,2018 CE,Kuril Islands,Kuril Islands,50.686,156.014,1103.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
74,252120,Ulawun,22171,Confirmed Eruption,,1.0,,,2016,,10.0,,11.0,,Historical Observations,,2016.0,,11.0,,18.0,,-5.05,151.33,Ulawun,Papua New Guinea,Stratovolcano,Eruption Observed,2018 CE,Melanesia and Australia,New Britain,-5.05,151.33,2334.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
75,282110,Asosan,22174,Confirmed Eruption,,3.0,,,2016,,10.0,,7.0,,Historical Observations,,2016.0,,11.0,,12.0,,32.884,131.104,Asosan,Japan,Caldera,Eruption Observed,2016 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
