,Volcano Number,Volcano Name_x,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude_x,Longitude_x,Volcano Name_y,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude_y,Longitude_y,Elevation (m),Dominant Rock Type,Tectonic Setting
5630,357120,Villarrica,12110,Confirmed Eruption,,2.0,?,,1737,,12.0,,24.0,,Historical Observations,,,,,,,,-39.42,-71.93,Villarrica,Chile,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5631,300260,Klyuchevskoy,19399,Confirmed Eruption,,2.0,,,1737,,9.0,?,25.0,,Historical Observations,,1737.0,,11.0,?,4.0,,56.056,160.642,Klyuchevskoy,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5632,342090,Fuego,10695,Confirmed Eruption,,4.0,?,,1737,,8.0,,27.0,,Historical Observations,,1737.0,,9.0,,24.0,,14.473,-90.88,Fuego,Guatemala,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Guatemala,14.473,-90.88,3763.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5633,300100,Avachinsky,19082,Confirmed Eruption,,3.0,,,1737,,8.0,,0.0,,Historical Observations,,1737.0,,8.0,,0.0,,53.256,158.836,Avachinsky,Russia,Stratovolcano,Eruption Observed,2001 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5634,268060,Gamalama,16610,Confirmed Eruption,,2.0,,,1737,,3.0,,10.0,,Historical Observations,,1737.0,,3.0,,13.0,,0.8,127.33,Gamalama,Indonesia,Stratovolcano(es),Eruption Observed,2018 CE,Indonesia,Halmahera,0.8,127.33,1715.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
5635,344090,Momotombo,10990,Confirmed Eruption,,2.0,?,,1736,,0.0,,0.0,,Historical Observations,,,,,,,,12.423,-86.539,Momotombo,Nicaragua,Stratovolcano,Eruption Observed,2016 CE,México and Central America,Nicaragua,12.423,-86.539,1270.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5636,233020,"Fournaise, Piton de la",14230,Confirmed Eruption,,2.0,,,1734,,12.0,,0.0,,Historical Observations,,1734.0,,12.0,,0.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
5637,343020,Santa Ana,19899,Confirmed Eruption,,2.0,?,,1734,,6.0,<,0.0,,Historical Observations,,,,,,,,13.853,-89.63,Santa Ana,El Salvador,Stratovolcano,Eruption Observed,2005 CE,México and Central America,El Salvador and Honduras,13.853,-89.63,2381.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5638,233020,"Fournaise, Piton de la",14229,Confirmed Eruption,,2.0,,,1734,,1.0,,1.0,,Historical Observations,,1734.0,,3.0,,6.0,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
5639,283110,Asamayama,17739,Confirmed Eruption,,2.0,,,1733,,7.0,,30.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5640,233020,"Fournaise, Piton de la",14228,Confirmed Eruption,L'Enclos and NE rift zone,0.0,,?,1733,,0.0,,0.0,,Historical Observations,,,,,,,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
5641,211020,Vesuvius,13342,Confirmed Eruption,Summit and SW flank,3.0,?,,1732,,12.0,,25.0,,Historical Observations,,1737.0,,6.0,,4.0,,40.821,14.426,Vesuvius,Italy,Stratovolcano,Eruption Observed,1944 CE,Mediterranean and Western Asia,Italy,40.821,14.426,1281.0,Phono-tephrite /  Tephri-phonolite,Subduction zone / Continental crust (>25 km)
5642,211060,Etna,13709,Confirmed Eruption,Central Crater,2.0,,,1732,,12.0,,9.0,,Historical Observations,,1765.0,,0.0,,0.0,,37.748,14.999,Etna,Italy,Stratovolcano(es),Eruption Observed,2018 CE,Mediterranean and Western Asia,Italy,37.748,14.999,3295.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
5643,283110,Asamayama,17738,Confirmed Eruption,,2.0,,,1732,,7.0,,30.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5644,376010,Jan Mayen,12967,Confirmed Eruption,"Beerenberg (Eggoya, SW flank)",3.0,,,1732,,5.0,,17.0,,Historical Observations,,1732.0,,5.0,,18.0,,71.087,-8.146,Jan Mayen,Norway,Stratovolcano,Eruption Observed,1985 CE,Iceland and Arctic Ocean,Atlantic Ocean (Jan Mayen),71.087,-8.146,2085.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5645,342090,Fuego,10694,Confirmed Eruption,,2.0,,,1732,,5.0,,0.0,,Historical Observations,,,,,,,,14.473,-90.88,Fuego,Guatemala,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Guatemala,14.473,-90.88,3763.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5646,283240,Iwatesan,18066,Confirmed Eruption,NE flank of Yakushi-dake,2.0,,,1732,,1.0,,22.0,,Historical Observations,,1732.0,,10.0,?,0.0,,39.853,141.001,Iwatesan,Japan,Complex,Eruption Observed,1919 CE,"Japan, Taiwan, Marianas",Honshu,39.853,141.001,2038.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5647,283110,Asamayama,17737,Confirmed Eruption,,2.0,,,1731,,0.0,,0.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5648,211050,Vulcano,13471,Confirmed Eruption,Fossa,3.0,,,1731,,0.0,,0.0,,Historical Observations,,1739.0,,0.0,,0.0,,38.404,14.962,Vulcano,Italy,Stratovolcano(es),Eruption Observed,1890 CE,Mediterranean and Western Asia,Italy,38.404,14.962,500.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
5649,273070,Taal,16839,Confirmed Eruption,Pira-piraso (NE flank),2.0,,,1731,,0.0,,0.0,,Historical Observations,,,,,,,,14.002,120.993,Taal,Philippines,Caldera,Eruption Observed,1977 CE,Philippines and SE Asia,Luzon,14.002,120.993,311.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5650,383060,Lanzarote,13126,Confirmed Eruption,Montañas del Fuego,3.0,,,1730,,9.0,,1.0,,Historical Observations,,1736.0,,4.0,,16.0,,29.03,-13.63,Lanzarote,Spain,Fissure vent(s),Eruption Observed,1824 CE,Atlantic Ocean,Canary Islands,29.03,-13.63,670.0,Basalt / Picro-Basalt,Intraplate / Intermediate crust (15-25 km)
5651,342090,Fuego,10693,Confirmed Eruption,,2.0,,,1730,,9.0,,0.0,,Historical Observations,,,,,,,,14.473,-90.88,Fuego,Guatemala,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Guatemala,14.473,-90.88,3763.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5652,357120,Villarrica,12109,Confirmed Eruption,,2.0,?,,1730,,7.0,,8.0,,Historical Observations,,,,,,,,-39.42,-71.93,Villarrica,Chile,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5653,373010,Grimsvotn,12805,Confirmed Eruption,,,,,1730,,0.0,,0.0,,Historical Observations,,,,,,,,64.416,-17.316,Grimsvotn,Iceland,Caldera,Eruption Observed,2011 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5654,332020,Mauna Loa,10186,Confirmed Eruption,NE rift zone,0.0,,?,1730,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608,Mauna Loa,United States,Shield,Eruption Observed,1984 CE,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
5655,300130,Karymsky,19154,Confirmed Eruption,,,,,1730,25.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,54.049,159.443,Karymsky,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.049,159.443,1513.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5656,263220,Sumbing,15805,Confirmed Eruption,,1.0,,?,1730,,0.0,,0.0,,Historical Observations,,,,,,,,-7.384,110.07,Sumbing,Indonesia,Stratovolcano,Eruption Observed,1730 CE,Indonesia,Java,-7.384,110.07,3371.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5657,263340,Raung,16108,Confirmed Eruption,,3.0,?,,1730,,0.0,,0.0,,Historical Observations,,,,,,,,-8.119,114.056,Raung,Indonesia,Stratovolcano,Eruption Observed,2015 CE,Indonesia,Java,-8.119,114.056,3260.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5658,252080,Witori,15021,Confirmed Eruption,,,,,1730,25.0,0.0,,0.0,,Tephrochronology,,,,,,,,-5.576,150.516,Witori,Papua New Guinea,Caldera,Eruption Observed,2012 CE,Melanesia and Australia,New Britain,-5.576,150.516,724.0,Dacite,Subduction zone / Continental crust (>25 km)
5659,283110,Asamayama,17736,Confirmed Eruption,,2.0,,,1729,,11.0,,0.0,,Historical Observations,,1729.0,,12.0,,0.0,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5660,373050,Kverkfjoll,12901,Confirmed Eruption,,1.0,,,1729,,8.0,,0.0,,Historical Observations,,,,,,,,64.653,-16.647,Kverkfjoll,Iceland,Stratovolcano,Eruption Observed,1968 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5661,373080,Krafla,12946,Confirmed Eruption,Leirhnjúkur crater row,2.0,,,1729,,6.0,,30.0,,Historical Observations,,1729.0,,9.0,,25.0,5.0,65.715,-16.728,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5662,373050,Kverkfjoll,12900,Confirmed Eruption,,1.0,,,1729,,2.0,,15.0,45.0,Historical Observations,,,,,,,,64.653,-16.647,Kverkfjoll,Iceland,Stratovolcano,Eruption Observed,1968 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.653,-16.647,1930.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5663,283110,Asamayama,17735,Confirmed Eruption,,2.0,,,1729,,2.0,,0.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5664,273070,Taal,16838,Confirmed Eruption,Binintiang Munti,2.0,,,1729,,0.0,,0.0,,Historical Observations,,,,,,,,14.002,120.993,Taal,Philippines,Caldera,Eruption Observed,1977 CE,Philippines and SE Asia,Luzon,14.002,120.993,311.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5665,373030,Bardarbunga,12875,Confirmed Eruption,Volcano Uncertain: Dyngjuhals ?,1.0,,,1729,,0.0,,0.0,,,,,,,,,,64.633,-17.516,Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5666,373080,Krafla,12945,Confirmed Eruption,Leirhnjúkur crater row,2.0,,,1728,,12.0,,18.0,,Historical Observations,,,,,,,,65.715,-16.728,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5667,283110,Asamayama,17734,Confirmed Eruption,,2.0,,,1728,,11.0,,10.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5668,352090,Sangay,11647,Confirmed Eruption,,3.0,,,1728,,9.0,,30.0,30.0,Historical Observations,<,1916.0,,0.0,,0.0,,-2.005,-78.341,Sangay,Ecuador,Stratovolcano,Eruption Observed,2018 CE,South America,Ecuador,-2.005,-78.341,5286.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5669,373080,Krafla,12944,Confirmed Eruption,"Leirhnjúkur, Hrossadalur, Bjarnarflag",2.0,,,1728,,4.0,,18.0,,Historical Observations,,,,,,,,65.715,-16.728,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5670,211060,Etna,13701,Confirmed Eruption,Central Crater (SW slope),2.0,?,,1727,,11.0,,22.0,,Historical Observations,,1728.0,,5.0,?,10.0,,37.748,14.999,Etna,Italy,Stratovolcano(es),Eruption Observed,2018 CE,Mediterranean and Western Asia,Italy,37.748,14.999,3295.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
5671,373080,Krafla,12943,Confirmed Eruption,North end of Leirhnjúkur,2.0,,,1727,,8.0,,21.0,,Historical Observations,,,,,,,,65.715,-16.728,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5672,374010,Oraefajokull,12959,Confirmed Eruption,"Caldera, west flank (to 1100 m)",4.0,,,1727,,8.0,,3.0,,Historical Observations,,1728.0,,5.0,,1.0,30.0,64.05,-16.633,Oraefajokull,Iceland,Stratovolcano,Eruption Observed,1728 CE,Iceland and Arctic Ocean,Iceland (southeastern),64.05,-16.633,2010.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5673,211050,Vulcano,13470,Confirmed Eruption,Forgia Vecchia II and Fossa,3.0,,,1727,,0.0,,0.0,,Historical Observations,,,,,,,,38.404,14.962,Vulcano,Italy,Stratovolcano(es),Eruption Observed,1890 CE,Mediterranean and Western Asia,Italy,38.404,14.962,500.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
5674,300260,Klyuchevskoy,19398,Confirmed Eruption,,2.0,,,1727,,0.0,,0.0,,Historical Observations,,1731.0,,0.0,,0.0,,56.056,160.642,Klyuchevskoy,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5675,345060,Irazu,11202,Confirmed Eruption,Diego de la Haya Crater,2.0,,,1726,,5.0,,0.0,,Historical Observations,,,,,,,,9.979,-83.852,Irazu,Costa Rica,Stratovolcano,Eruption Observed,1994 CE,México and Central America,Costa Rica,9.979,-83.852,3432.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5676,373030,Bardarbunga,12874,Confirmed Eruption,"Dyngjujökull, Dyngjuhal ?",1.0,?,,1726,,2.0,,1.0,30.0,Historical Observations,,1726.0,,5.0,,1.0,30.0,64.633,-17.516,Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5677,283210,Kurikomayama,17997,Confirmed Eruption,Tsurugi-yama,1.0,?,,1726,10.0,0.0,,0.0,,Historical Observations,,,,,,,,38.961,140.788,Kurikomayama,Japan,Stratovolcano,Eruption Observed,1950 CE,"Japan, Taiwan, Marianas",Honshu,38.961,140.788,1627.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5678,372070,Hekla,12744,Confirmed Eruption,"SW, south and east of Hekla",1.0,?,,1725,,4.0,,2.0,,Historical Observations,,,,,,,,63.983,-19.666,Hekla,Iceland,Stratovolcano,Eruption Observed,2000 CE,Iceland and Arctic Ocean,Iceland (southern),63.983,-19.666,1490.0,Andesite / Basaltic Andesite,Rift zone / Oceanic crust (< 15 km)
5679,373010,Grimsvotn,12804,Confirmed Eruption,,2.0,,,1725,,2.0,,0.0,,Historical Observations,,,,,,,,64.416,-17.316,Grimsvotn,Iceland,Caldera,Eruption Observed,2011 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.416,-17.316,1719.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5680,290290,Sinarka,18834,Confirmed Eruption,,2.0,?,,1725,25.0,0.0,,0.0,,Historical Observations,,,,,,,,48.873,154.182,Sinarka,Russia,Stratovolcano,Eruption Observed,1878 CE,Kuril Islands,Kuril Islands,48.873,154.182,911.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
5681,211020,Vesuvius,13341,Confirmed Eruption,,3.0,,,1724,,9.0,,4.0,,Historical Observations,,1730.0,,4.0,?,1.0,,40.821,14.426,Vesuvius,Italy,Stratovolcano,Eruption Observed,1944 CE,Mediterranean and Western Asia,Italy,40.821,14.426,1281.0,Phono-tephrite /  Tephri-phonolite,Subduction zone / Continental crust (>25 km)
5682,373080,Krafla,12941,Confirmed Eruption,Víti (1.5 km east of Leirhnjúkur),2.0,,,1724,,5.0,,17.0,,Historical Observations,,1724.0,,5.0,,18.0,,65.715,-16.728,Krafla,Iceland,Caldera,Eruption Observed,1984 CE,Iceland and Arctic Ocean,Iceland (northeastern),65.715,-16.728,800.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5683,283110,Asamayama,17733,Confirmed Eruption,,2.0,,,1723,,8.0,,20.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5684,345060,Irazu,11201,Confirmed Eruption,Diego de la Haya Crater,3.0,,,1723,,2.0,,16.0,,Historical Observations,,1724.0,,2.0,?,0.0,,9.979,-83.852,Irazu,Costa Rica,Stratovolcano,Eruption Observed,1994 CE,México and Central America,Costa Rica,9.979,-83.852,3432.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5685,283110,Asamayama,17732,Confirmed Eruption,,2.0,,,1722,,11.0,,18.0,,Historical Observations,,1723.0,,2.0,,5.0,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5686,343020,Santa Ana,19898,Confirmed Eruption,SE flank (San Marcelino),2.0,,,1722,,3.0,,12.0,,Historical Observations,,,,,,,,13.853,-89.63,Santa Ana,El Salvador,Stratovolcano,Eruption Observed,2005 CE,México and Central America,El Salvador and Honduras,13.853,-89.63,2381.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5687,265090,Banda Api,16404,Confirmed Eruption,,2.0,,,1722,,0.0,,0.0,,Historical Observations,,,,,,,,-4.523,129.881,Banda Api,Indonesia,Caldera,Eruption Observed,1988 CE,Indonesia,Banda Sea,-4.523,129.881,596.0,Dacite,Subduction zone / Oceanic crust (< 15 km)
5688,283110,Asamayama,17731,Confirmed Eruption,,1.0,,,1721,,6.0,,22.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5689,233020,"Fournaise, Piton de la",14227,Confirmed Eruption,,2.0,,,1721,,6.0,,0.0,,Historical Observations,,,,,,,,-21.244,55.708,"Fournaise, Piton de la",France,Shield,Eruption Observed,2018 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632.0,Basalt / Picro-Basalt,Intraplate / Oceanic crust (< 15 km)
5690,372030,Katla,12673,Confirmed Eruption,,5.0,?,,1721,,5.0,,11.0,,Historical Observations,,1721.0,,10.0,,15.0,45.0,63.633,-19.083,Katla,Iceland,Subglacial,Eruption Observed,1918 CE,Iceland and Arctic Ocean,Iceland (southern),63.633,-19.083,1490.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5691,357120,Villarrica,21014,Confirmed Eruption,,2.0,?,,1721,,,,,,Varve Count,,,,,,,,-39.42,-71.93,Villarrica,Chile,Stratovolcano,Eruption Observed,2018 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5692,382070,Don Joao de Castro Bank,19964,Confirmed Eruption,,3.0,,,1720,,12.0,?,8.0,,Historical Observations,,1720.0,,12.0,,26.0,5.0,38.23,-26.63,Don Joao de Castro Bank,Portugal,Submarine,Eruption Observed,1720 CE,Atlantic Ocean,Azores,38.23,-26.63,-13.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5693,382020,Pico,12989,Confirmed Eruption,SE flank (400 m),2.0,,,1720,,7.0,,10.0,,Historical Observations,,1720.0,,12.0,?,0.0,,38.47,-28.4,Pico,Portugal,Stratovolcano,Eruption Observed,1720 CE,Atlantic Ocean,Azores,38.47,-28.4,2351.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5694,283110,Asamayama,17730,Confirmed Eruption,,2.0,,,1720,,6.0,,6.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5695,305030,Wudalianchi,19635,Confirmed Eruption,Laoheishan and Huoshaoshan,3.0,,,1720,,1.0,,14.0,,Historical Observations,,1721.0,,6.0,,0.0,,48.72,126.12,Wudalianchi,China,Volcanic field,Eruption Observed,1776 CE,Kamchatka and Mainland Asia,China (eastern),48.72,126.12,597.0,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
5696,300260,Klyuchevskoy,19397,Confirmed Eruption,,2.0,,,1720,,0.0,,0.0,,Historical Observations,,1721.0,,0.0,,0.0,,56.056,160.642,Klyuchevskoy,Russia,Stratovolcano,Eruption Observed,2018 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.056,160.642,4754.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5697,341090,Popocatepetl,10536,Confirmed Eruption,,1.0,,,1720,,0.0,,0.0,,Historical Observations,,,,,,,,19.023,-98.622,Popocatepetl,Mexico,Stratovolcano(es),Eruption Observed,2018 CE,México and Central America,Mexico,19.023,-98.622,5393.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5698,242030,Raoul Island,14695,Confirmed Eruption,"Denham Bay?, Tui Lake Crater",4.0,,,1720,50.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-29.27,-177.92,Raoul Island,New Zealand,Stratovolcano,Eruption Observed,2006 CE,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
5699,373030,Bardarbunga,12873,Confirmed Eruption,,2.0,,,1720,,0.0,,0.0,,Ice Core,,,,,,,,64.633,-17.516,Bardarbunga,Iceland,Stratovolcano,Eruption Observed,2015 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
5700,351012,"Bravo, Cerro",11265,Confirmed Eruption,,4.0,,,1720,150.0,0.0,,0.0,,Tephrochronology,,,,,,,,5.091,-75.293,"Bravo, Cerro",Colombia,Stratovolcano,Eruption Dated,1720 CE,South America,Colombia,5.091,-75.293,3985.0,Dacite,Subduction zone / Continental crust (>25 km)
5701,283110,Asamayama,17729,Confirmed Eruption,Volcano Uncertain,,,,1719,,6.0,,10.0,,,,1719.0,,6.0,,11.0,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5702,268010,Dukono,16574,Confirmed Eruption,East flank of Tolo,,,,1719,150.0,0.0,,0.0,,Historical Observations,,,,,,,,1.693,127.894,Dukono,Indonesia,Complex,Eruption Observed,2018 CE,Indonesia,Halmahera,1.693,127.894,1229.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
5703,282090,Kirishimayama,17136,Confirmed Eruption,Shinmoe-dake,2.0,,,1719,,0.0,,0.0,,Historical Observations,,,,,,,,31.934,130.862,Kirishimayama,Japan,Shield,Eruption Observed,2018 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
5704,358010,Osorno,12229,Confirmed Eruption,,2.0,,,1719,,0.0,,0.0,,Historical Observations,,,,,,,,-41.105,-72.496,Osorno,Chile,Stratovolcano,Eruption Observed,1869 CE,South America,Southern Chile and Argentina,-41.105,-72.496,2659.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
5705,283110,Asamayama,17728,Confirmed Eruption,,2.0,,,1718,,9.0,,26.0,,Historical Observations,,,,,,,,36.406,138.523,Asamayama,Japan,Complex,Eruption Observed,2015 CE,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
