lon,lat,elevation
-155.1,19.16666667,-2424
-155.0833333,19.16666667,-2524
-155.0666667,19.16666667,-2640
-155.05,19.16666667,-2679
-155.0333333,19.16666667,-2752
-155.0166667,19.16666667,-2796
-155,19.16666667,-2816
-154.9833333,19.16666667,-2650
-154.9666667,19.16666667,-2614
-154.95,19.16666667,-2725
-154.9333333,19.16666667,-2751
-154.9166667,19.16666667,-2940
-154.9,19.16666667,-3293
-154.8833333,19.16666667,-3690
-154.8666667,19.16666667,-4101
-154.85,19.16666667,-4490
-154.8333333,19.16666667,-4794
-154.8166667,19.16666667,-4868
-154.8,19.16666667,-4909
-154.7833333,19.16666667,-4951
-154.7666667,19.16666667,-4979
-154.75,19.16666667,-4998
-154.7333333,19.16666667,-4995
-154.7166667,19.16666667,-4932
-154.7,19.16666667,-4493
-154.6833333,19.16666667,-4121
-154.6666667,19.16666667,-4410
-154.65,19.16666667,-4796
-154.6333333,19.16666667,-5268
-154.6166667,19.16666667,-5362
-154.6,19.16666667,-5349
-154.5833333,19.16666667,-5339
-154.5666667,19.16666667,-5323
-154.55,19.16666667,-5423
-154.5333333,19.16666667,-5498
-154.5166667,19.16666667,-5552
-154.5,19.16666667,-5602
-154.4833333,19.16666667,-5649
-154.4666667,19.16666667,-5682
-154.45,19.16666667,-5430
-154.4333333,19.16666667,-5399
-154.4166667,19.16666667,-5476
-154.4,19.16666667,-5512
-154.3833333,19.16666667,-5510
-154.3666667,19.16666667,-5504
-154.35,19.16666667,-5498
-154.3333333,19.16666667,-5492
-154.3166667,19.16666667,-5484
-154.3,19.16666667,-5474
-154.2833333,19.16666667,-5468
-154.2666667,19.16666667,-5471
-154.25,19.16666667,-5474
-154.2333333,19.16666667,-5467
-154.2166667,19.16666667,-5457
-154.2,19.16666667,-5449
-154.1833333,19.16666667,-5440
-154.1666667,19.16666667,-5428
-154.15,19.16666667,-5414
-154.1333333,19.16666667,-5400
-154.1166667,19.16666667,-5386
-154.1,19.16666667,-5375
-154.0833333,19.16666667,-5375
-154.0666667,19.16666667,-5391
-154.05,19.16666667,-5397
-154.0333333,19.16666667,-5372
-154.0166667,19.16666667,-5334
-156.9833333,19.18333333,-4392
-156.9666667,19.18333333,-4340
-156.95,19.18333333,-4345
-156.9333333,19.18333333,-4266
-156.9166667,19.18333333,-4238
-156.9,19.18333333,-4383
-156.8833333,19.18333333,-4531
-156.8666667,19.18333333,-4642
-156.85,19.18333333,-4700
-156.8333333,19.18333333,-4715
-156.8166667,19.18333333,-4718
-156.8,19.18333333,-4726
-156.7833333,19.18333333,-4729
-156.7666667,19.18333333,-4734
-156.75,19.18333333,-4736
-156.7333333,19.18333333,-4740
-156.7166667,19.18333333,-4745
-156.7,19.18333333,-4748
-156.6833333,19.18333333,-4751
-156.6666667,19.18333333,-4751
-156.65,19.18333333,-4750
-156.6333333,19.18333333,-4753
-156.6166667,19.18333333,-4754
-156.6,19.18333333,-4756
-156.5833333,19.18333333,-4749
-156.5666667,19.18333333,-4750
-156.55,19.18333333,-4748
-156.5333333,19.18333333,-4739
-156.5166667,19.18333333,-4717
-156.5,19.18333333,-4670
-156.4833333,19.18333333,-4631
-156.4666667,19.18333333,-4478
-156.45,19.18333333,-4182
-156.4333333,19.18333333,-4454
-156.4166667,19.18333333,-4428
-156.4,19.18333333,-4396
-156.3833333,19.18333333,-4396
-156.3666667,19.18333333,-4336
-156.35,19.18333333,-4306
-156.3333333,19.18333333,-4268
-156.3166667,19.18333333,-4232
-156.3,19.18333333,-4100
-156.2833333,19.18333333,-4097
-156.2666667,19.18333333,-4058
-156.25,19.18333333,-3977
-156.2333333,19.18333333,-3921
-156.2166667,19.18333333,-3891
-156.2,19.18333333,-3820
-156.1833333,19.18333333,-3753
-156.1666667,19.18333333,-3721
-156.15,19.18333333,-3720
-156.1333333,19.18333333,-3703
-156.1166667,19.18333333,-3673
-156.1,19.18333333,-3576
-156.0833333,19.18333333,-3292
-156.0666667,19.18333333,-2647
-156.05,19.18333333,-2701
-156.0333333,19.18333333,-2743
-156.0166667,19.18333333,-2680
-156,19.18333333,-2475
-155.9833333,19.18333333,-2188
-155.9666667,19.18333333,-1722
-155.95,19.18333333,-1286
-155.9333333,19.18333333,-806
-155.9166667,19.18333333,-61
-155.9,19.18333333,78
-155.8833333,19.18333333,309
-155.8666667,19.18333333,502
-155.85,19.18333333,673
-155.8333333,19.18333333,884
-155.8166667,19.18333333,1108
-155.8,19.18333333,1309
-155.7833333,19.18333333,1464
-155.7666667,19.18333333,1610
-155.75,19.18333333,1729
-155.7333333,19.18333333,1791
-155.7166667,19.18333333,1750
-155.7,19.18333333,1691
-155.6833333,19.18333333,1660
-155.6666667,19.18333333,1617
-155.65,19.18333333,1549
-155.6333333,19.18333333,1481
-155.6166667,19.18333333,1346
-155.6,19.18333333,1163
-155.5833333,19.18333333,975
-155.5666667,19.18333333,791
-155.55,19.18333333,670
-155.5333333,19.18333333,574
-155.5166667,19.18333333,409
-155.5,19.18333333,257
-155.4833333,19.18333333,146
-155.4666667,19.18333333,108
-155.45,19.18333333,126
-155.4333333,19.18333333,119
-155.4166667,19.18333333,-75
-155.4,19.18333333,-390
-155.3833333,19.18333333,-695
-155.3666667,19.18333333,-746
-155.35,19.18333333,-687
-155.3333333,19.18333333,-1083
-155.3166667,19.18333333,-1091
-155.3,19.18333333,-1078
-155.2833333,19.18333333,-1131
-155.2666667,19.18333333,-1153
-155.25,19.18333333,-1154
-155.2333333,19.18333333,-1169
-155.2166667,19.18333333,-1178
-155.2,19.18333333,-1203
-155.1833333,19.18333333,-1289
-155.1666667,19.18333333,-1403
-155.15,19.18333333,-1633
-155.1333333,19.18333333,-1895
-155.1166667,19.18333333,-2199
-155.1,19.18333333,-2304
-155.0833333,19.18333333,-2301
-155.0666667,19.18333333,-2462
-155.05,19.18333333,-2594
-155.0333333,19.18333333,-2738
-155.0166667,19.18333333,-2871
-155,19.18333333,-2893
-154.9833333,19.18333333,-2855
-154.9666667,19.18333333,-2747
-154.95,19.18333333,-2766
-154.9333333,19.18333333,-2792
-154.9166667,19.18333333,-2919
-154.9,19.18333333,-3147
-154.8833333,19.18333333,-3445
-154.8666667,19.18333333,-3850
-154.85,19.18333333,-4252
-154.8333333,19.18333333,-4559
-154.8166667,19.18333333,-4779
-154.8,19.18333333,-4893
-154.7833333,19.18333333,-4940
-154.7666667,19.18333333,-4962
-154.75,19.18333333,-4948
-154.7333333,19.18333333,-4832
-154.7166667,19.18333333,-4529
-154.7,19.18333333,-4224
-154.6833333,19.18333333,-3701
-154.6666667,19.18333333,-4028
-154.65,19.18333333,-4612
-154.6333333,19.18333333,-5034
-154.6166667,19.18333333,-5265
-154.6,19.18333333,-5326
-154.5833333,19.18333333,-5350
-154.5666667,19.18333333,-5378
-154.55,19.18333333,-5444
-154.5333333,19.18333333,-5502
-154.5166667,19.18333333,-5550
-154.5,19.18333333,-5595
-154.4833333,19.18333333,-5637
-154.4666667,19.18333333,-5677
-154.45,19.18333333,-5310
-154.4333333,19.18333333,-5369
-154.4166667,19.18333333,-5522
-154.4,19.18333333,-5540
-154.3833333,19.18333333,-5518
-154.3666667,19.18333333,-5513
-154.35,19.18333333,-5507
-154.3333333,19.18333333,-5500
-154.3166667,19.18333333,-5490
-154.3,19.18333333,-5481
-154.2833333,19.18333333,-5472
-154.2666667,19.18333333,-5473
-154.25,19.18333333,-5474
-154.2333333,19.18333333,-5465
-154.2166667,19.18333333,-5456
-154.2,19.18333333,-5451
-154.1833333,19.18333333,-5446
-154.1666667,19.18333333,-5436
-154.15,19.18333333,-5422
-154.1333333,19.18333333,-5406
-154.1166667,19.18333333,-5389
-154.1,19.18333333,-5371
-154.0833333,19.18333333,-5365
-154.0666667,19.18333333,-5391
-154.05,19.18333333,-5409
-154.0333333,19.18333333,-5372
-154.0166667,19.18333333,-5320
-156.9833333,19.2,-4143
-156.9666667,19.2,-4078
-156.95,19.2,-3997
-156.9333333,19.2,-3986
-156.9166667,19.2,-4151
-156.9,19.2,-4186
-156.8833333,19.2,-4326
-156.8666667,19.2,-4577
-156.85,19.2,-4696
-156.8333333,19.2,-4718
-156.8166667,19.2,-4724
-156.8,19.2,-4732
-156.7833333,19.2,-4733
-156.7666667,19.2,-4738
-156.75,19.2,-4741
-156.7333333,19.2,-4746
-156.7166667,19.2,-4746
-156.7,19.2,-4750
-156.6833333,19.2,-4750
-156.6666667,19.2,-4752
-156.65,19.2,-4753
-156.6333333,19.2,-4753
-156.6166667,19.2,-4755
-156.6,19.2,-4756
-156.5833333,19.2,-4754
-156.5666667,19.2,-4753
-156.55,19.2,-4749
-156.5333333,19.2,-4736
-156.5166667,19.2,-4713
-156.5,19.2,-4671
-156.4833333,19.2,-4621
-156.4666667,19.2,-4618
-156.45,19.2,-4273
-156.4333333,19.2,-4462
-156.4166667,19.2,-4508
-156.4,19.2,-4470
-156.3833333,19.2,-4384
-156.3666667,19.2,-4318
-156.35,19.2,-4250
-156.3333333,19.2,-4249
-156.3166667,19.2,-4204
-156.3,19.2,-4157
-156.2833333,19.2,-3960
-156.2666667,19.2,-3952
-156.25,19.2,-3914
-156.2333333,19.2,-3882
-156.2166667,19.2,-3857
-156.2,19.2,-3804
-156.1833333,19.2,-3691
-156.1666667,19.2,-3652
-156.15,19.2,-3633
-156.1333333,19.2,-3577
-156.1166667,19.2,-3538
-156.1,19.2,-3518
-156.0833333,19.2,-3400
-156.0666667,19.2,-2834
-156.05,19.2,-2759
-156.0333333,19.2,-2738
-156.0166667,19.2,-2688
-156,19.2,-2482
-155.9833333,19.2,-2270
-155.9666667,19.2,-1934
-155.95,19.2,-1488
-155.9333333,19.2,-939
-155.9166667,19.2,-344
-155.9,19.2,36
-155.8833333,19.2,329
-155.8666667,19.2,536
-155.85,19.2,744
-155.8333333,19.2,953
-155.8166667,19.2,1180
-155.8,19.2,1375
-155.7833333,19.2,1546
-155.7666667,19.2,1700
-155.75,19.2,1873
-155.7333333,19.2,1924
-155.7166667,19.2,1878
-155.7,19.2,1812
-155.6833333,19.2,1783
-155.6666667,19.2,1763
-155.65,19.2,1708
-155.6333333,19.2,1655
-155.6166667,19.2,1535
-155.6,19.2,1290
-155.5833333,19.2,1076
-155.5666667,19.2,951
-155.55,19.2,813
-155.5333333,19.2,641
-155.5166667,19.2,558
-155.5,19.2,423
-155.4833333,19.2,293
-155.4666667,19.2,232
-155.45,19.2,225
-155.4333333,19.2,248
-155.4166667,19.2,169
-155.4,19.2,77
-155.3833333,19.2,-48
-155.3666667,19.2,-240
-155.35,19.2,-481
-155.3333333,19.2,-929
-155.3166667,19.2,-947
-155.3,19.2,-951
-155.2833333,19.2,-884
-155.2666667,19.2,-770
-155.25,19.2,-715
-155.2333333,19.2,-783
-155.2166667,19.2,-924
-155.2,19.2,-997
-155.1833333,19.2,-1094
-155.1666667,19.2,-1262
-155.15,19.2,-1448
-155.1333333,19.2,-1755
-155.1166667,19.2,-1972
-155.1,19.2,-2069
-155.0833333,19.2,-2257
-155.0666667,19.2,-2369
-155.05,19.2,-2482
-155.0333333,19.2,-2541
-155.0166667,19.2,-2850
-155,19.2,-2868
-154.9833333,19.2,-2863
-154.9666667,19.2,-2789
-154.95,19.2,-2814
-154.9333333,19.2,-2856
-154.9166667,19.2,-2959
-154.9,19.2,-3084
-154.8833333,19.2,-3279
-154.8666667,19.2,-3612
-154.85,19.2,-3994
-154.8333333,19.2,-4292
-154.8166667,19.2,-4568
-154.8,19.2,-4771
-154.7833333,19.2,-4873
-154.7666667,19.2,-4927
-154.75,19.2,-4911
-154.7333333,19.2,-4777
-154.7166667,19.2,-4582
-154.7,19.2,-4058
-154.6833333,19.2,-3933
-154.6666667,19.2,-4219
-154.65,19.2,-4661
-154.6333333,19.2,-5033
-154.6166667,19.2,-5268
-154.6,19.2,-5367
-154.5833333,19.2,-5411
-154.5666667,19.2,-5445
-154.55,19.2,-5490
-154.5333333,19.2,-5519
-154.5166667,19.2,-5552
-154.5,19.2,-5588
-154.4833333,19.2,-5626
-154.4666667,19.2,-5664
-154.45,19.2,-5420
-154.4333333,19.2,-5398
-154.4166667,19.2,-5500
-154.4,19.2,-5540
-154.3833333,19.2,-5534
-154.3666667,19.2,-5524
-154.35,19.2,-5517
-154.3333333,19.2,-5510
-154.3166667,19.2,-5502
-154.3,19.2,-5494
-154.2833333,19.2,-5486
-154.2666667,19.2,-5479
-154.25,19.2,-5470
-154.2333333,19.2,-5464
-154.2166667,19.2,-5455
-154.2,19.2,-5454
-154.1833333,19.2,-5449
-154.1666667,19.2,-5443
-154.15,19.2,-5432
-154.1333333,19.2,-5415
-154.1166667,19.2,-5394
-154.1,19.2,-5373
-154.0833333,19.2,-5368
-154.0666667,19.2,-5388
-154.05,19.2,-5404
-154.0333333,19.2,-5390
-154.0166667,19.2,-5361
-156.9833333,19.21666667,-3821
-156.9666667,19.21666667,-3948
-156.95,19.21666667,-3915
-156.9333333,19.21666667,-3937
-156.9166667,19.21666667,-3865
-156.9,19.21666667,-3952
-156.8833333,19.21666667,-3946
-156.8666667,19.21666667,-4430
-156.85,19.21666667,-4703
-156.8333333,19.21666667,-4721
-156.8166667,19.21666667,-4729
-156.8,19.21666667,-4734
-156.7833333,19.21666667,-4737
-156.7666667,19.21666667,-4743
-156.75,19.21666667,-4743
-156.7333333,19.21666667,-4747
-156.7166667,19.21666667,-4748
-156.7,19.21666667,-4752
-156.6833333,19.21666667,-4750
-156.6666667,19.21666667,-4753
-156.65,19.21666667,-4754
-156.6333333,19.21666667,-4754
-156.6166667,19.21666667,-4756
-156.6,19.21666667,-4755
-156.5833333,19.21666667,-4752
-156.5666667,19.21666667,-4743
-156.55,19.21666667,-4730
-156.5333333,19.21666667,-4729
-156.5166667,19.21666667,-4699
-156.5,19.21666667,-4676
-156.4833333,19.21666667,-4665
-156.4666667,19.21666667,-4670
-156.45,19.21666667,-4588
-156.4333333,19.21666667,-4572
-156.4166667,19.21666667,-4528
-156.4,19.21666667,-4486
-156.3833333,19.21666667,-4453
-156.3666667,19.21666667,-4391
-156.35,19.21666667,-4325
-156.3333333,19.21666667,-4243
-156.3166667,19.21666667,-4223
-156.3,19.21666667,-4201
-156.2833333,19.21666667,-3987
-156.2666667,19.21666667,-3946
-156.25,19.21666667,-3900
-156.2333333,19.21666667,-3908
-156.2166667,19.21666667,-3784
-156.2,19.21666667,-3803
-156.1833333,19.21666667,-3668
-156.1666667,19.21666667,-3566
-156.15,19.21666667,-3574
-156.1333333,19.21666667,-3556
-156.1166667,19.21666667,-3528
-156.1,19.21666667,-3456
-156.0833333,19.21666667,-3357
-156.0666667,19.21666667,-3159
-156.05,19.21666667,-3007
-156.0333333,19.21666667,-2863
-156.0166667,19.21666667,-2734
-156,19.21666667,-2529
-155.9833333,19.21666667,-2312
-155.9666667,19.21666667,-2010
-155.95,19.21666667,-1621
-155.9333333,19.21666667,-1119
-155.9166667,19.21666667,-574
-155.9,19.21666667,10
-155.8833333,19.21666667,338
-155.8666667,19.21666667,589
-155.85,19.21666667,816
-155.8333333,19.21666667,1049
-155.8166667,19.21666667,1263
-155.8,19.21666667,1457
-155.7833333,19.21666667,1630
-155.7666667,19.21666667,1800
-155.75,19.21666667,2000
-155.7333333,19.21666667,2046
-155.7166667,19.21666667,1995
-155.7,19.21666667,1944
-155.6833333,19.21666667,1919
-155.6666667,19.21666667,1882
-155.65,19.21666667,1845
-155.6333333,19.21666667,1803
-155.6166667,19.21666667,1735
-155.6,19.21666667,1585
-155.5833333,19.21666667,1273
-155.5666667,19.21666667,1062
-155.55,19.21666667,965
-155.5333333,19.21666667,898
-155.5166667,19.21666667,797
-155.5,19.21666667,596
-155.4833333,19.21666667,418
-155.4666667,19.21666667,355
-155.45,19.21666667,330
-155.4333333,19.21666667,349
-155.4166667,19.21666667,312
-155.4,19.21666667,227
-155.3833333,19.21666667,152
-155.3666667,19.21666667,111
-155.35,19.21666667,3
-155.3333333,19.21666667,-606
-155.3166667,19.21666667,-762
-155.3,19.21666667,-775
-155.2833333,19.21666667,-704
-155.2666667,19.21666667,-582
-155.25,19.21666667,-504
-155.2333333,19.21666667,-446
-155.2166667,19.21666667,-517
-155.2,19.21666667,-734
-155.1833333,19.21666667,-910
-155.1666667,19.21666667,-1071
-155.15,19.21666667,-1274
-155.1333333,19.21666667,-1483
-155.1166667,19.21666667,-1683
-155.1,19.21666667,-1854
-155.0833333,19.21666667,-2088
-155.0666667,19.21666667,-2234
-155.05,19.21666667,-2339
-155.0333333,19.21666667,-2376
-155.0166667,19.21666667,-2594
-155,19.21666667,-2739
-154.9833333,19.21666667,-2775
-154.9666667,19.21666667,-2772
-154.95,19.21666667,-2754
-154.9333333,19.21666667,-2821
-154.9166667,19.21666667,-2959
-154.9,19.21666667,-3069
-154.8833333,19.21666667,-3210
-154.8666667,19.21666667,-3427
-154.85,19.21666667,-3746
-154.8333333,19.21666667,-4052
-154.8166667,19.21666667,-4250
-154.8,19.21666667,-4495
-154.7833333,19.21666667,-4728
-154.7666667,19.21666667,-4857
-154.75,19.21666667,-4905
-154.7333333,19.21666667,-4901
-154.7166667,19.21666667,-4799
-154.7,19.21666667,-4622
-154.6833333,19.21666667,-4776
-154.6666667,19.21666667,-4889
-154.65,19.21666667,-5052
-154.6333333,19.21666667,-5254
-154.6166667,19.21666667,-5408
-154.6,19.21666667,-5461
-154.5833333,19.21666667,-5480
-154.5666667,19.21666667,-5493
-154.55,19.21666667,-5509
-154.5333333,19.21666667,-5530
-154.5166667,19.21666667,-5553
-154.5,19.21666667,-5582
-154.4833333,19.21666667,-5612
-154.4666667,19.21666667,-5646
-154.45,19.21666667,-5396
-154.4333333,19.21666667,-5408
-154.4166667,19.21666667,-5506
-154.4,19.21666667,-5522
-154.3833333,19.21666667,-5528
-154.3666667,19.21666667,-5526
-154.35,19.21666667,-5525
-154.3333333,19.21666667,-5521
-154.3166667,19.21666667,-5516
-154.3,19.21666667,-5509
-154.2833333,19.21666667,-5504
-154.2666667,19.21666667,-5496
-154.25,19.21666667,-5477
-154.2333333,19.21666667,-5477
-154.2166667,19.21666667,-5453
-154.2,19.21666667,-5460
-154.1833333,19.21666667,-5451
-154.1666667,19.21666667,-5451
-154.15,19.21666667,-5443
-154.1333333,19.21666667,-5424
-154.1166667,19.21666667,-5403
-154.1,19.21666667,-5378
-154.0833333,19.21666667,-5366
-154.0666667,19.21666667,-5388
-154.05,19.21666667,-5411
-154.0333333,19.21666667,-5411
-154.0166667,19.21666667,-5402
-156.9833333,19.23333333,-3724
-156.9666667,19.23333333,-3830
-156.95,19.23333333,-3767
-156.9333333,19.23333333,-3730
-156.9166667,19.23333333,-3709
-156.9,19.23333333,-3771
-156.8833333,19.23333333,-3846
-156.8666667,19.23333333,-4214
-156.85,19.23333333,-4621
-156.8333333,19.23333333,-4566
-156.8166667,19.23333333,-4719
-156.8,19.23333333,-4735
-156.7833333,19.23333333,-4742
-156.7666667,19.23333333,-4743
-156.75,19.23333333,-4744
-156.7333333,19.23333333,-4747
-156.7166667,19.23333333,-4752
-156.7,19.23333333,-4751
-156.6833333,19.23333333,-4751
-156.6666667,19.23333333,-4752
-156.65,19.23333333,-4755
-156.6333333,19.23333333,-4747
-156.6166667,19.23333333,-4748
-156.6,19.23333333,-4747
-156.5833333,19.23333333,-4744
-156.5666667,19.23333333,-4734
-156.55,19.23333333,-4714
-156.5333333,19.23333333,-4709
-156.5166667,19.23333333,-4679
-156.5,19.23333333,-4674
-156.4833333,19.23333333,-4674
-156.4666667,19.23333333,-4662
-156.45,19.23333333,-4604
-156.4333333,19.23333333,-4571
-156.4166667,19.23333333,-4431
-156.4,19.23333333,-4397
-156.3833333,19.23333333,-4371
-156.3666667,19.23333333,-4348
-156.35,19.23333333,-4291
-156.3333333,19.23333333,-4212
-156.3166667,19.23333333,-4238
-156.3,19.23333333,-4157
-156.2833333,19.23333333,-4065
-156.2666667,19.23333333,-3941
-156.25,19.23333333,-3927
-156.2333333,19.23333333,-3900
-156.2166667,19.23333333,-3818
-156.2,19.23333333,-3813
-156.1833333,19.23333333,-3662
-156.1666667,19.23333333,-3619
-156.15,19.23333333,-3625
-156.1333333,19.23333333,-3589
-156.1166667,19.23333333,-3529
-156.1,19.23333333,-3447
-156.0833333,19.23333333,-3312
-156.0666667,19.23333333,-3195
-156.05,19.23333333,-3042
-156.0333333,19.23333333,-2929
-156.0166667,19.23333333,-2823
-156,19.23333333,-2636
-155.9833333,19.23333333,-2347
-155.9666667,19.23333333,-2074
-155.95,19.23333333,-1739
-155.9333333,19.23333333,-1227
-155.9166667,19.23333333,-643
-155.9,19.23333333,10
-155.8833333,19.23333333,347
-155.8666667,19.23333333,615
-155.85,19.23333333,880
-155.8333333,19.23333333,1120
-155.8166667,19.23333333,1333
-155.8,19.23333333,1535
-155.7833333,19.23333333,1737
-155.7666667,19.23333333,1944
-155.75,19.23333333,2092
-155.7333333,19.23333333,2152
-155.7166667,19.23333333,2112
-155.7,19.23333333,2073
-155.6833333,19.23333333,2040
-155.6666667,19.23333333,2013
-155.65,19.23333333,1963
-155.6333333,19.23333333,1904
-155.6166667,19.23333333,1839
-155.6,19.23333333,1742
-155.5833333,19.23333333,1551
-155.5666667,19.23333333,1331
-155.55,19.23333333,1202
-155.5333333,19.23333333,1090
-155.5166667,19.23333333,964
-155.5,19.23333333,771
-155.4833333,19.23333333,539
-155.4666667,19.23333333,465
-155.45,19.23333333,437
-155.4333333,19.23333333,453
-155.4166667,19.23333333,416
-155.4,19.23333333,368
-155.3833333,19.23333333,306
-155.3666667,19.23333333,203
-155.35,19.23333333,91
-155.3333333,19.23333333,-211
-155.3166667,19.23333333,-465
-155.3,19.23333333,-600
-155.2833333,19.23333333,-574
-155.2666667,19.23333333,-518
-155.25,19.23333333,-435
-155.2333333,19.23333333,-315
-155.2166667,19.23333333,-284
-155.2,19.23333333,-374
-155.1833333,19.23333333,-527
-155.1666667,19.23333333,-826
-155.15,19.23333333,-1025
-155.1333333,19.23333333,-1182
-155.1166667,19.23333333,-1370
-155.1,19.23333333,-1574
-155.0833333,19.23333333,-1816
-155.0666667,19.23333333,-1991
-155.05,19.23333333,-2114
-155.0333333,19.23333333,-2230
-155.0166667,19.23333333,-2418
-155,19.23333333,-2585
-154.9833333,19.23333333,-2654
-154.9666667,19.23333333,-2692
-154.95,19.23333333,-2650
-154.9333333,19.23333333,-2583
-154.9166667,19.23333333,-2773
-154.9,19.23333333,-2983
-154.8833333,19.23333333,-3152
-154.8666667,19.23333333,-3331
-154.85,19.23333333,-3526
-154.8333333,19.23333333,-3857
-154.8166667,19.23333333,-4053
-154.8,19.23333333,-4294
-154.7833333,19.23333333,-4533
-154.7666667,19.23333333,-4691
-154.75,19.23333333,-4792
-154.7333333,19.23333333,-4888
-154.7166667,19.23333333,-4882
-154.7,19.23333333,-4888
-154.6833333,19.23333333,-5079
-154.6666667,19.23333333,-5126
-154.65,19.23333333,-5321
-154.6333333,19.23333333,-5423
-154.6166667,19.23333333,-5488
-154.6,19.23333333,-5509
-154.5833333,19.23333333,-5512
-154.5666667,19.23333333,-5514
-154.55,19.23333333,-5522
-154.5333333,19.23333333,-5534
-154.5166667,19.23333333,-5551
-154.5,19.23333333,-5572
-154.4833333,19.23333333,-5599
-154.4666667,19.23333333,-5628
-154.45,19.23333333,-5472
-154.4333333,19.23333333,-5412
-154.4166667,19.23333333,-5432
-154.4,19.23333333,-5470
-154.3833333,19.23333333,-5501
-154.3666667,19.23333333,-5520
-154.35,19.23333333,-5528
-154.3333333,19.23333333,-5529
-154.3166667,19.23333333,-5527
-154.3,19.23333333,-5522
-154.2833333,19.23333333,-5520
-154.2666667,19.23333333,-5522
-154.25,19.23333333,-5518
-154.2333333,19.23333333,-5495
-154.2166667,19.23333333,-5474
-154.2,19.23333333,-5458
-154.1833333,19.23333333,-5457
-154.1666667,19.23333333,-5455
-154.15,19.23333333,-5450
-154.1333333,19.23333333,-5432
-154.1166667,19.23333333,-5407
-154.1,19.23333333,-5388
-154.0833333,19.23333333,-5383
-154.0666667,19.23333333,-5397
-154.05,19.23333333,-5415
-154.0333333,19.23333333,-5418
-154.0166667,19.23333333,-5407
-156.9833333,19.25,-3490
-156.9666667,19.25,-3681
-156.95,19.25,-3562
-156.9333333,19.25,-3308
-156.9166667,19.25,-3410
-156.9,19.25,-3647
-156.8833333,19.25,-3861
-156.8666667,19.25,-4149
-156.85,19.25,-4218
-156.8333333,19.25,-4511
-156.8166667,19.25,-4717
-156.8,19.25,-4740
-156.7833333,19.25,-4742
-156.7666667,19.25,-4746
-156.75,19.25,-4745
-156.7333333,19.25,-4748
-156.7166667,19.25,-4754
-156.7,19.25,-4754
-156.6833333,19.25,-4757
-156.6666667,19.25,-4752
-156.65,19.25,-4753
-156.6333333,19.25,-4578
-156.6166667,19.25,-4500
-156.6,19.25,-4718
-156.5833333,19.25,-4724
-156.5666667,19.25,-4709
-156.55,19.25,-4692
-156.5333333,19.25,-4679
-156.5166667,19.25,-4678
-156.5,19.25,-4677
-156.4833333,19.25,-4670
-156.4666667,19.25,-4654
-156.45,19.25,-4540
-156.4333333,19.25,-4476
-156.4166667,19.25,-4409
-156.4,19.25,-4316
-156.3833333,19.25,-4299
-156.3666667,19.25,-4226
-156.35,19.25,-4212
-156.3333333,19.25,-4158
-156.3166667,19.25,-4155
-156.3,19.25,-4031
-156.2833333,19.25,-3954
-156.2666667,19.25,-3935
-156.25,19.25,-3956
-156.2333333,19.25,-3865
-156.2166667,19.25,-3859
-156.2,19.25,-3777
-156.1833333,19.25,-3721
-156.1666667,19.25,-3690
-156.15,19.25,-3655
-156.1333333,19.25,-3608
-156.1166667,19.25,-3533
-156.1,19.25,-3463
-156.0833333,19.25,-3338
-156.0666667,19.25,-3219
-156.05,19.25,-3107
-156.0333333,19.25,-2988
-156.0166667,19.25,-2855
-156,19.25,-2664
-155.9833333,19.25,-2402
-155.9666667,19.25,-2097
-155.95,19.25,-1784
-155.9333333,19.25,-1312
-155.9166667,19.25,-677
-155.9,19.25,-30
-155.8833333,19.25,314
-155.8666667,19.25,615
-155.85,19.25,896
-155.8333333,19.25,1163
-155.8166667,19.25,1413
-155.8,19.25,1647
-155.7833333,19.25,1857
-155.7666667,19.25,2015
-155.75,19.25,2164
-155.7333333,19.25,2245
-155.7166667,19.25,2211
-155.7,19.25,2194
-155.6833333,19.25,2157
-155.6666667,19.25,2132
-155.65,19.25,2073
-155.6333333,19.25,2011
-155.6166667,19.25,1962
-155.6,19.25,1885
-155.5833333,19.25,1721
-155.5666667,19.25,1522
-155.55,19.25,1376
-155.5333333,19.25,1260
-155.5166667,19.25,1120
-155.5,19.25,933
-155.4833333,19.25,620
-155.4666667,19.25,548
-155.45,19.25,518
-155.4333333,19.25,507
-155.4166667,19.25,496
-155.4,19.25,490
-155.3833333,19.25,463
-155.3666667,19.25,399
-155.35,19.25,251
-155.3333333,19.25,78
-155.3166667,19.25,17
-155.3,19.25,-381
-155.2833333,19.25,-475
-155.2666667,19.25,-468
-155.25,19.25,-378
-155.2333333,19.25,-296
-155.2166667,19.25,-243
-155.2,19.25,-202
-155.1833333,19.25,-214
-155.1666667,19.25,-347
-155.15,19.25,-653
-155.1333333,19.25,-866
-155.1166667,19.25,-1052
-155.1,19.25,-1270
-155.0833333,19.25,-1533
-155.0666667,19.25,-1683
-155.05,19.25,-1849
-155.0333333,19.25,-2022
-155.0166667,19.25,-2196
-155,19.25,-2333
-154.9833333,19.25,-2436
-154.9666667,19.25,-2523
-154.95,19.25,-2527
-154.9333333,19.25,-2521
-154.9166667,19.25,-2595
-154.9,19.25,-2789
-154.8833333,19.25,-3101
-154.8666667,19.25,-3301
-154.85,19.25,-3367
-154.8333333,19.25,-3634
-154.8166667,19.25,-3917
