lon,lat,elevation
-156.35,18.81666667,-4625
-156.3333333,18.81666667,-4632
-156.3166667,18.81666667,-4621
-156.3,18.81666667,-4609
-156.2833333,18.81666667,-4483
-156.2666667,18.81666667,-4473
-156.25,18.81666667,-4453
-156.2333333,18.81666667,-4345
-156.2166667,18.81666667,-4369
-156.2,18.81666667,-4435
-156.1833333,18.81666667,-4432
-156.1666667,18.81666667,-4376
-156.15,18.81666667,-4366
-156.1333333,18.81666667,-4378
-156.1166667,18.81666667,-4406
-156.1,18.81666667,-4349
-156.0833333,18.81666667,-4368
-156.0666667,18.81666667,-4406
-156.05,18.81666667,-4067
-156.0333333,18.81666667,-3945
-156.0166667,18.81666667,-3907
-156,18.81666667,-3845
-155.9833333,18.81666667,-3771
-155.9666667,18.81666667,-3709
-155.95,18.81666667,-3698
-155.9333333,18.81666667,-3651
-155.9166667,18.81666667,-3563
-155.9,18.81666667,-3443
-155.8833333,18.81666667,-3326
-155.8666667,18.81666667,-3165
-155.85,18.81666667,-2786
-155.8333333,18.81666667,-2433
-155.8166667,18.81666667,-2392
-155.8,18.81666667,-2448
-155.7833333,18.81666667,-2452
-155.7666667,18.81666667,-2448
-155.75,18.81666667,-2439
-155.7333333,18.81666667,-2386
-155.7166667,18.81666667,-1690
-155.7,18.81666667,-806
-155.6833333,18.81666667,-1000
-155.6666667,18.81666667,-1440
-155.65,18.81666667,-1985
-155.6333333,18.81666667,-2218
-155.6166667,18.81666667,-2314
-155.6,18.81666667,-2821
-155.5833333,18.81666667,-3390
-155.5666667,18.81666667,-3914
-155.55,18.81666667,-4116
-155.5333333,18.81666667,-4166
-155.5166667,18.81666667,-4228
-155.5,18.81666667,-4244
-155.4833333,18.81666667,-4256
-155.4666667,18.81666667,-4271
-155.45,18.81666667,-4303
-155.4333333,18.81666667,-4332
-155.4166667,18.81666667,-4376
-155.4,18.81666667,-4387
-155.3833333,18.81666667,-4405
-155.3666667,18.81666667,-4394
-155.35,18.81666667,-4362
-155.3333333,18.81666667,-4360
-155.3166667,18.81666667,-4298
-155.3,18.81666667,-4023
-155.2833333,18.81666667,-3785
-155.2666667,18.81666667,-3617
-155.25,18.81666667,-3858
-155.2333333,18.81666667,-3704
-155.2166667,18.81666667,-3186
-155.2,18.81666667,-3280
-155.1833333,18.81666667,-4139
-155.1666667,18.81666667,-4337
-155.15,18.81666667,-4576
-155.1333333,18.81666667,-4718
-155.1166667,18.81666667,-4774
-155.1,18.81666667,-4870
-155.0833333,18.81666667,-4926
-155.0666667,18.81666667,-4994
-155.05,18.81666667,-5038
-155.0333333,18.81666667,-5065
-155.0166667,18.81666667,-5092
-155,18.81666667,-5118
-154.9833333,18.81666667,-5148
-154.9666667,18.81666667,-5175
-154.95,18.81666667,-5196
-154.9333333,18.81666667,-5212
-154.9166667,18.81666667,-5232
-154.9,18.81666667,-5244
-154.8833333,18.81666667,-5268
-154.8666667,18.81666667,-5281
-154.85,18.81666667,-5296
-154.8333333,18.81666667,-5310
-154.8166667,18.81666667,-5321
-154.8,18.81666667,-5330
-154.7833333,18.81666667,-5337
-154.7666667,18.81666667,-5343
-154.75,18.81666667,-5347
-154.7333333,18.81666667,-5351
-154.7166667,18.81666667,-5357
-154.7,18.81666667,-5362
-154.6833333,18.81666667,-5377
-154.6666667,18.81666667,-5397
-154.65,18.81666667,-5393
-154.6333333,18.81666667,-5396
-154.6166667,18.81666667,-5403
-154.6,18.81666667,-5406
-154.5833333,18.81666667,-5407
-154.5666667,18.81666667,-5406
-154.55,18.81666667,-5393
-154.5333333,18.81666667,-5376
-154.5166667,18.81666667,-5359
-154.5,18.81666667,-5341
-154.4833333,18.81666667,-5323
-154.4666667,18.81666667,-5314
-154.45,18.81666667,-5426
-154.4333333,18.81666667,-5438
-154.4166667,18.81666667,-5417
-154.4,18.81666667,-5403
-154.3833333,18.81666667,-5391
-154.3666667,18.81666667,-5385
-154.35,18.81666667,-5382
-154.3333333,18.81666667,-5376
-154.3166667,18.81666667,-5372
-154.3,18.81666667,-5370
-154.2833333,18.81666667,-5366
-154.2666667,18.81666667,-5355
-154.25,18.81666667,-5344
-154.2333333,18.81666667,-5341
-154.2166667,18.81666667,-5338
-154.2,18.81666667,-5333
-154.1833333,18.81666667,-5326
-154.1666667,18.81666667,-5319
-154.15,18.81666667,-5311
-154.1333333,18.81666667,-5304
-154.1166667,18.81666667,-5298
-154.1,18.81666667,-5294
-154.0833333,18.81666667,-5291
-154.0666667,18.81666667,-5288
-154.05,18.81666667,-5285
-154.0333333,18.81666667,-5280
-154.0166667,18.81666667,-5273
-156.9833333,18.83333333,-3749
-156.9666667,18.83333333,-4136
-156.95,18.83333333,-4290
-156.9333333,18.83333333,-4382
-156.9166667,18.83333333,-4420
-156.9,18.83333333,-4436
-156.8833333,18.83333333,-4487
-156.8666667,18.83333333,-4503
-156.85,18.83333333,-4518
-156.8333333,18.83333333,-4524
-156.8166667,18.83333333,-4544
-156.8,18.83333333,-4540
-156.7833333,18.83333333,-4543
-156.7666667,18.83333333,-4545
-156.75,18.83333333,-4547
-156.7333333,18.83333333,-4542
-156.7166667,18.83333333,-4537
-156.7,18.83333333,-4539
-156.6833333,18.83333333,-4557
-156.6666667,18.83333333,-4586
-156.65,18.83333333,-4602
-156.6333333,18.83333333,-4615
-156.6166667,18.83333333,-4614
-156.6,18.83333333,-4610
-156.5833333,18.83333333,-4611
-156.5666667,18.83333333,-4617
-156.55,18.83333333,-4622
-156.5333333,18.83333333,-4627
-156.5166667,18.83333333,-4619
-156.5,18.83333333,-4637
-156.4833333,18.83333333,-4633
-156.4666667,18.83333333,-4618
-156.45,18.83333333,-4601
-156.4333333,18.83333333,-4577
-156.4166667,18.83333333,-4575
-156.4,18.83333333,-4581
-156.3833333,18.83333333,-4585
-156.3666667,18.83333333,-4588
-156.35,18.83333333,-4607
-156.3333333,18.83333333,-4621
-156.3166667,18.83333333,-4630
-156.3,18.83333333,-4520
-156.2833333,18.83333333,-4397
-156.2666667,18.83333333,-4413
-156.25,18.83333333,-4458
-156.2333333,18.83333333,-4410
-156.2166667,18.83333333,-4258
-156.2,18.83333333,-4356
-156.1833333,18.83333333,-4316
-156.1666667,18.83333333,-4248
-156.15,18.83333333,-3941
-156.1333333,18.83333333,-4120
-156.1166667,18.83333333,-4351
-156.1,18.83333333,-4255
-156.0833333,18.83333333,-4302
-156.0666667,18.83333333,-4075
-156.05,18.83333333,-3883
-156.0333333,18.83333333,-3724
-156.0166667,18.83333333,-3848
-156,18.83333333,-3820
-155.9833333,18.83333333,-3764
-155.9666667,18.83333333,-3700
-155.95,18.83333333,-3675
-155.9333333,18.83333333,-3573
-155.9166667,18.83333333,-3380
-155.9,18.83333333,-3201
-155.8833333,18.83333333,-3001
-155.8666667,18.83333333,-2726
-155.85,18.83333333,-2449
-155.8333333,18.83333333,-2226
-155.8166667,18.83333333,-1982
-155.8,18.83333333,-2392
-155.7833333,18.83333333,-2405
-155.7666667,18.83333333,-2374
-155.75,18.83333333,-2412
-155.7333333,18.83333333,-2363
-155.7166667,18.83333333,-1585
-155.7,18.83333333,-557
-155.6833333,18.83333333,-721
-155.6666667,18.83333333,-1179
-155.65,18.83333333,-1645
-155.6333333,18.83333333,-1964
-155.6166667,18.83333333,-2252
-155.6,18.83333333,-2752
-155.5833333,18.83333333,-3239
-155.5666667,18.83333333,-3688
-155.55,18.83333333,-3868
-155.5333333,18.83333333,-4070
-155.5166667,18.83333333,-4150
-155.5,18.83333333,-4183
-155.4833333,18.83333333,-4181
-155.4666667,18.83333333,-4198
-155.45,18.83333333,-4219
-155.4333333,18.83333333,-4217
-155.4166667,18.83333333,-4136
-155.4,18.83333333,-4291
-155.3833333,18.83333333,-4298
-155.3666667,18.83333333,-4294
-155.35,18.83333333,-4294
-155.3333333,18.83333333,-4277
-155.3166667,18.83333333,-4215
-155.3,18.83333333,-3975
-155.2833333,18.83333333,-3521
-155.2666667,18.83333333,-3250
-155.25,18.83333333,-3161
-155.2333333,18.83333333,-2893
-155.2166667,18.83333333,-2647
-155.2,18.83333333,-3615
-155.1833333,18.83333333,-4205
-155.1666667,18.83333333,-4395
-155.15,18.83333333,-4502
-155.1333333,18.83333333,-4722
-155.1166667,18.83333333,-4808
-155.1,18.83333333,-4856
-155.0833333,18.83333333,-4933
-155.0666667,18.83333333,-4989
-155.05,18.83333333,-5015
-155.0333333,18.83333333,-5052
-155.0166667,18.83333333,-5087
-155,18.83333333,-5118
-154.9833333,18.83333333,-5147
-154.9666667,18.83333333,-5176
-154.95,18.83333333,-5206
-154.9333333,18.83333333,-5226
-154.9166667,18.83333333,-5238
-154.9,18.83333333,-5244
-154.8833333,18.83333333,-5261
-154.8666667,18.83333333,-5275
-154.85,18.83333333,-5296
-154.8333333,18.83333333,-5313
-154.8166667,18.83333333,-5327
-154.8,18.83333333,-5338
-154.7833333,18.83333333,-5346
-154.7666667,18.83333333,-5352
-154.75,18.83333333,-5353
-154.7333333,18.83333333,-5355
-154.7166667,18.83333333,-5362
-154.7,18.83333333,-5364
-154.6833333,18.83333333,-5364
-154.6666667,18.83333333,-5372
-154.65,18.83333333,-5378
-154.6333333,18.83333333,-5389
-154.6166667,18.83333333,-5403
-154.6,18.83333333,-5407
-154.5833333,18.83333333,-5409
-154.5666667,18.83333333,-5409
-154.55,18.83333333,-5396
-154.5333333,18.83333333,-5378
-154.5166667,18.83333333,-5360
-154.5,18.83333333,-5342
-154.4833333,18.83333333,-5323
-154.4666667,18.83333333,-5315
-154.45,18.83333333,-5410
-154.4333333,18.83333333,-5442
-154.4166667,18.83333333,-5428
-154.4,18.83333333,-5411
-154.3833333,18.83333333,-5401
-154.3666667,18.83333333,-5396
-154.35,18.83333333,-5393
-154.3333333,18.83333333,-5388
-154.3166667,18.83333333,-5383
-154.3,18.83333333,-5379
-154.2833333,18.83333333,-5373
-154.2666667,18.83333333,-5364
-154.25,18.83333333,-5355
-154.2333333,18.83333333,-5349
-154.2166667,18.83333333,-5345
-154.2,18.83333333,-5339
-154.1833333,18.83333333,-5332
-154.1666667,18.83333333,-5325
-154.15,18.83333333,-5318
-154.1333333,18.83333333,-5311
-154.1166667,18.83333333,-5305
-154.1,18.83333333,-5301
-154.0833333,18.83333333,-5297
-154.0666667,18.83333333,-5294
-154.05,18.83333333,-5290
-154.0333333,18.83333333,-5286
-154.0166667,18.83333333,-5278
-156.9833333,18.85,-3947
-156.9666667,18.85,-4252
-156.95,18.85,-4302
-156.9333333,18.85,-4354
-156.9166667,18.85,-4417
-156.9,18.85,-4455
-156.8833333,18.85,-4484
-156.8666667,18.85,-4368
-156.85,18.85,-4462
-156.8333333,18.85,-4490
-156.8166667,18.85,-4535
-156.8,18.85,-4542
-156.7833333,18.85,-4543
-156.7666667,18.85,-4543
-156.75,18.85,-4542
-156.7333333,18.85,-4557
-156.7166667,18.85,-4565
-156.7,18.85,-4578
-156.6833333,18.85,-4586
-156.6666667,18.85,-4604
-156.65,18.85,-4603
-156.6333333,18.85,-4619
-156.6166667,18.85,-4634
-156.6,18.85,-4619
-156.5833333,18.85,-4618
-156.5666667,18.85,-4634
-156.55,18.85,-4644
-156.5333333,18.85,-4652
-156.5166667,18.85,-4650
-156.5,18.85,-4648
-156.4833333,18.85,-4639
-156.4666667,18.85,-4620
-156.45,18.85,-4597
-156.4333333,18.85,-4575
-156.4166667,18.85,-4570
-156.4,18.85,-4574
-156.3833333,18.85,-4570
-156.3666667,18.85,-4580
-156.35,18.85,-4593
-156.3333333,18.85,-4587
-156.3166667,18.85,-4620
-156.3,18.85,-4615
-156.2833333,18.85,-4523
-156.2666667,18.85,-4461
-156.25,18.85,-4450
-156.2333333,18.85,-4443
-156.2166667,18.85,-4330
-156.2,18.85,-4334
-156.1833333,18.85,-4311
-156.1666667,18.85,-3857
-156.15,18.85,-3944
-156.1333333,18.85,-4217
-156.1166667,18.85,-4225
-156.1,18.85,-4233
-156.0833333,18.85,-4220
-156.0666667,18.85,-3757
-156.05,18.85,-3431
-156.0333333,18.85,-3666
-156.0166667,18.85,-3774
-156,18.85,-3749
-155.9833333,18.85,-3703
-155.9666667,18.85,-3658
-155.95,18.85,-3618
-155.9333333,18.85,-3464
-155.9166667,18.85,-3100
-155.9,18.85,-2847
-155.8833333,18.85,-2704
-155.8666667,18.85,-2480
-155.85,18.85,-2276
-155.8333333,18.85,-1869
-155.8166667,18.85,-1924
-155.8,18.85,-2261
-155.7833333,18.85,-2248
-155.7666667,18.85,-2230
-155.75,18.85,-2132
-155.7333333,18.85,-2023
-155.7166667,18.85,-1636
-155.7,18.85,-512
-155.6833333,18.85,-385
-155.6666667,18.85,-862
-155.65,18.85,-1131
-155.6333333,18.85,-1412
-155.6166667,18.85,-2027
-155.6,18.85,-2438
-155.5833333,18.85,-3007
-155.5666667,18.85,-3359
-155.55,18.85,-3656
-155.5333333,18.85,-3943
-155.5166667,18.85,-4012
-155.5,18.85,-4049
-155.4833333,18.85,-4072
-155.4666667,18.85,-4077
-155.45,18.85,-4109
-155.4333333,18.85,-4109
-155.4166667,18.85,-4036
-155.4,18.85,-4211
-155.3833333,18.85,-4206
-155.3666667,18.85,-4175
-155.35,18.85,-4135
-155.3333333,18.85,-4110
-155.3166667,18.85,-4048
-155.3,18.85,-3911
-155.2833333,18.85,-3206
-155.2666667,18.85,-2870
-155.25,18.85,-2491
-155.2333333,18.85,-2212
-155.2166667,18.85,-2782
-155.2,18.85,-3685
-155.1833333,18.85,-4232
-155.1666667,18.85,-4376
-155.15,18.85,-4504
-155.1333333,18.85,-4709
-155.1166667,18.85,-4813
-155.1,18.85,-4857
-155.0833333,18.85,-4916
-155.0666667,18.85,-4961
-155.05,18.85,-4993
-155.0333333,18.85,-5039
-155.0166667,18.85,-5083
-155,18.85,-5117
-154.9833333,18.85,-5142
-154.9666667,18.85,-5176
-154.95,18.85,-5203
-154.9333333,18.85,-5223
-154.9166667,18.85,-5226
-154.9,18.85,-5233
-154.8833333,18.85,-5240
-154.8666667,18.85,-5268
-154.85,18.85,-5296
-154.8333333,18.85,-5315
-154.8166667,18.85,-5332
-154.8,18.85,-5344
-154.7833333,18.85,-5355
-154.7666667,18.85,-5363
-154.75,18.85,-5361
-154.7333333,18.85,-5355
-154.7166667,18.85,-5358
-154.7,18.85,-5367
-154.6833333,18.85,-5364
-154.6666667,18.85,-5365
-154.65,18.85,-5364
-154.6333333,18.85,-5376
-154.6166667,18.85,-5396
-154.6,18.85,-5407
-154.5833333,18.85,-5412
-154.5666667,18.85,-5414
-154.55,18.85,-5399
-154.5333333,18.85,-5381
-154.5166667,18.85,-5362
-154.5,18.85,-5342
-154.4833333,18.85,-5323
-154.4666667,18.85,-5314
-154.45,18.85,-5440
-154.4333333,18.85,-5452
-154.4166667,18.85,-5429
-154.4,18.85,-5417
-154.3833333,18.85,-5409
-154.3666667,18.85,-5403
-154.35,18.85,-5400
-154.3333333,18.85,-5396
-154.3166667,18.85,-5392
-154.3,18.85,-5387
-154.2833333,18.85,-5381
-154.2666667,18.85,-5373
-154.25,18.85,-5365
-154.2333333,18.85,-5358
-154.2166667,18.85,-5352
-154.2,18.85,-5345
-154.1833333,18.85,-5338
-154.1666667,18.85,-5332
-154.15,18.85,-5326
-154.1333333,18.85,-5319
-154.1166667,18.85,-5313
-154.1,18.85,-5308
-154.0833333,18.85,-5304
-154.0666667,18.85,-5300
-154.05,18.85,-5295
-154.0333333,18.85,-5291
-154.0166667,18.85,-5284
-156.9833333,18.86666667,-4060
-156.9666667,18.86666667,-4231
-156.95,18.86666667,-4291
-156.9333333,18.86666667,-4323
-156.9166667,18.86666667,-4398
-156.9,18.86666667,-4427
-156.8833333,18.86666667,-4457
-156.8666667,18.86666667,-4476
-156.85,18.86666667,-4463
-156.8333333,18.86666667,-4494
-156.8166667,18.86666667,-4524
-156.8,18.86666667,-4540
-156.7833333,18.86666667,-4545
-156.7666667,18.86666667,-4552
-156.75,18.86666667,-4553
-156.7333333,18.86666667,-4533
-156.7166667,18.86666667,-4508
-156.7,18.86666667,-4570
-156.6833333,18.86666667,-4595
-156.6666667,18.86666667,-4606
-156.65,18.86666667,-4629
-156.6333333,18.86666667,-4625
-156.6166667,18.86666667,-4651
-156.6,18.86666667,-4631
-156.5833333,18.86666667,-4621
-156.5666667,18.86666667,-4621
-156.55,18.86666667,-4665
-156.5333333,18.86666667,-4662
-156.5166667,18.86666667,-4638
-156.5,18.86666667,-4632
-156.4833333,18.86666667,-4621
-156.4666667,18.86666667,-4598
-156.45,18.86666667,-4607
-156.4333333,18.86666667,-4581
-156.4166667,18.86666667,-4575
-156.4,18.86666667,-4578
-156.3833333,18.86666667,-4572
-156.3666667,18.86666667,-4583
-156.35,18.86666667,-4596
-156.3333333,18.86666667,-4606
-156.3166667,18.86666667,-4599
-156.3,18.86666667,-4546
-156.2833333,18.86666667,-4528
-156.2666667,18.86666667,-4501
-156.25,18.86666667,-4466
-156.2333333,18.86666667,-4443
-156.2166667,18.86666667,-4425
-156.2,18.86666667,-4397
-156.1833333,18.86666667,-4368
-156.1666667,18.86666667,-4181
-156.15,18.86666667,-4226
-156.1333333,18.86666667,-4062
-156.1166667,18.86666667,-3972
-156.1,18.86666667,-4131
-156.0833333,18.86666667,-4125
-156.0666667,18.86666667,-3987
-156.05,18.86666667,-3769
-156.0333333,18.86666667,-3546
-156.0166667,18.86666667,-3723
-156,18.86666667,-3641
-155.9833333,18.86666667,-3542
-155.9666667,18.86666667,-3556
-155.95,18.86666667,-3419
-155.9333333,18.86666667,-3245
-155.9166667,18.86666667,-2996
-155.9,18.86666667,-2533
-155.8833333,18.86666667,-2380
-155.8666667,18.86666667,-2178
-155.85,18.86666667,-1965
-155.8333333,18.86666667,-1603
-155.8166667,18.86666667,-2065
-155.8,18.86666667,-2111
-155.7833333,18.86666667,-2034
-155.7666667,18.86666667,-1952
-155.75,18.86666667,-1866
-155.7333333,18.86666667,-1891
-155.7166667,18.86666667,-1767
-155.7,18.86666667,-669
-155.6833333,18.86666667,-140
-155.6666667,18.86666667,-531
-155.65,18.86666667,-985
-155.6333333,18.86666667,-1116
-155.6166667,18.86666667,-1736
-155.6,18.86666667,-2127
-155.5833333,18.86666667,-2623
-155.5666667,18.86666667,-2952
-155.55,18.86666667,-3171
-155.5333333,18.86666667,-3588
-155.5166667,18.86666667,-3834
-155.5,18.86666667,-3931
-155.4833333,18.86666667,-3942
-155.4666667,18.86666667,-3961
-155.45,18.86666667,-3995
-155.4333333,18.86666667,-4023
-155.4166667,18.86666667,-4040
-155.4,18.86666667,-4132
-155.3833333,18.86666667,-4091
-155.3666667,18.86666667,-4021
-155.35,18.86666667,-3892
-155.3333333,18.86666667,-3883
-155.3166667,18.86666667,-3838
-155.3,18.86666667,-3648
-155.2833333,18.86666667,-3276
-155.2666667,18.86666667,-2393
-155.25,18.86666667,-1922
-155.2333333,18.86666667,-2085
-155.2166667,18.86666667,-2719
-155.2,18.86666667,-3468
-155.1833333,18.86666667,-4198
-155.1666667,18.86666667,-4385
-155.15,18.86666667,-4517
-155.1333333,18.86666667,-4604
-155.1166667,18.86666667,-4780
-155.1,18.86666667,-4831
-155.0833333,18.86666667,-4904
-155.0666667,18.86666667,-4957
-155.05,18.86666667,-4973
-155.0333333,18.86666667,-4967
-155.0166667,18.86666667,-5032
-155,18.86666667,-5099
-154.9833333,18.86666667,-5134
-154.9666667,18.86666667,-5152
-154.95,18.86666667,-5175
-154.9333333,18.86666667,-5194
-154.9166667,18.86666667,-5204
-154.9,18.86666667,-5214
-154.8833333,18.86666667,-5200
-154.8666667,18.86666667,-5243
-154.85,18.86666667,-5269
-154.8333333,18.86666667,-5297
-154.8166667,18.86666667,-5321
-154.8,18.86666667,-5338
-154.7833333,18.86666667,-5352
-154.7666667,18.86666667,-5364
-154.75,18.86666667,-5367
-154.7333333,18.86666667,-5370
-154.7166667,18.86666667,-5388
-154.7,18.86666667,-5400
-154.6833333,18.86666667,-5372
-154.6666667,18.86666667,-5380
-154.65,18.86666667,-5379
-154.6333333,18.86666667,-5387
-154.6166667,18.86666667,-5400
-154.6,18.86666667,-5411
-154.5833333,18.86666667,-5416
-154.5666667,18.86666667,-5416
-154.55,18.86666667,-5402
-154.5333333,18.86666667,-5383
-154.5166667,18.86666667,-5363
-154.5,18.86666667,-5342
-154.4833333,18.86666667,-5322
-154.4666667,18.86666667,-5311
-154.45,18.86666667,-5418
-154.4333333,18.86666667,-5454
-154.4166667,18.86666667,-5439
-154.4,18.86666667,-5422
-154.3833333,18.86666667,-5412
-154.3666667,18.86666667,-5407
-154.35,18.86666667,-5405
-154.3333333,18.86666667,-5404
-154.3166667,18.86666667,-5401
-154.3,18.86666667,-5396
-154.2833333,18.86666667,-5388
-154.2666667,18.86666667,-5381
-154.25,18.86666667,-5374
-154.2333333,18.86666667,-5367
-154.2166667,18.86666667,-5360
-154.2,18.86666667,-5351
-154.1833333,18.86666667,-5343
-154.1666667,18.86666667,-5338
-154.15,18.86666667,-5334
-154.1333333,18.86666667,-5329
-154.1166667,18.86666667,-5323
-154.1,18.86666667,-5317
-154.0833333,18.86666667,-5311
-154.0666667,18.86666667,-5305
-154.05,18.86666667,-5300
-154.0333333,18.86666667,-5296
-154.0166667,18.86666667,-5289
-156.9833333,18.88333333,-4082
-156.9666667,18.88333333,-4175
-156.95,18.88333333,-4310
-156.9333333,18.88333333,-4318
-156.9166667,18.88333333,-4341
