SAMPLE ID	CALCULATED AGE	CALCULATED MAX AGE	CALCULATED MIN AGE	LATITUDE	LONGITUDE	STATE
s_GC-2B	0	0.01	0	41.53	-121.63	CALIFORNIA
s_GC-2B	0	0.01	0	41.53	-121.63	CALIFORNIA
s_GC-2B	0	0.01	0	41.53	-121.63	CALIFORNIA
s_GC-2B	0	0.01	0	41.53	-121.63	CALIFORNIA
s_GC-2B	0	0.01	0	41.53	-121.63	CALIFORNIA
896	0	0.01	0	43.78168	-117.68945	OREGON
SH-24	0	0.004	0	46.2	-122.2	WASHINGTON
SH-25	0	0.004	0	46.2	-122.2	WASHINGTON
DS-9	0	0.004	0	46.2	-122.2	WASHINGTON
DS-6	0	0.004	0	46.2	-122.2	WASHINGTON
DS-72	0	0.004	0	46.2	-122.2	WASHINGTON
DS-27	0	0.004	0	46.2	-122.2	WASHINGTON
Neg-RD2	0	0.0017	0.0004	38	-119	CALIFORNIA
s_MSH-2	0	0.01	0	46.2	-122.18	WASHINGTON
s_MSH-2W	0	0.01	0	46.2	-122.18	WASHINGTON
MLS-7	0	0.006	0	42.45	-122.31	CALIFORNIA
O-1016	0	0.006	0	43.155	-122.219	CALIFORNIA
BT-4	0	0.0024	0.002	43.43722	-113.53889	IDAHO
SE-2	0	0.0024	0.002	43.458057	-113.52278	IDAHO
SE-3	0	0.0024	0.002	43.461945	-113.56834	IDAHO
O-1019	0	0.006	0	44	-121	OREGON
SE-4	0	0.0024	0.002	43.505	-113.46333	IDAHO
NRO	0	0.006	0	47.6	-117.3	OREGON
3-Mar	0	0.006	0	49.9	-122	CALIFORNIA
HW-2	0	0.0024	0.002	43.461113	-113.55334	IDAHO
78K76	0	0.0045	0.0035	42.996666	-113.69639	IDAHO
BL-1	0	0.0045	0.0035	43.483334	-113.375	IDAHO
LV-9	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-5-17	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-3-28	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-3-2	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
SS3-3	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-5-3	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-5-20	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-3-26	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-3-3	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-3-20	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
I-2-11	0	0.00065	0.00055	37.751	-119.018	CALIFORNIA
L82-58	0	0.00045	0.00035	46.2	-122.18	WASHINGTON
L82-46	0	0.00045	0.00035	46.2	-122.18	WASHINGTON
391-1	0	0.00045	0.00035	46.2	-122.18	WASHINGTON
1337-3	0	0.00045	0.00035	46.2	-122.18	WASHINGTON
SH-22	0	0.003	0.0025	46.2	-122.18	WASHINGTON
SH-21	0	0.003	0.0025	46.2	-122.18	WASHINGTON
s_MSH320-3	0	0.000524	0.000204	46.2	-122.18	WASHINGTON
s_MSH518-2	0	0.0039	0.00335	46.2	-122.18	WASHINGTON
s_MSH334-2	0	0.0039	0.00335	46.2	-122.18	WASHINGTON
s_MSH340-4	0	0.0039	0.00335	46.2	-122.18	WASHINGTON
s_MSH367-4	0	0.0039	0.00335	46.2	-122.18	WASHINGTON
s_MSH320-4	0	0.000524	0.000204	46.2	-122.18	WASHINGTON
s_MSH372-1	0	0.0029	0.0029	46.2	-122.18	WASHINGTON
s_MSH370-2	0	0.000524	0.000204	46.2	-122.18	WASHINGTON
s_MSH357-1	0	0.000204	0	46.2	-122.18	WASHINGTON
COL-99A	8.00E-07	8.80E-07	7.20E-07	19.5	-104	JALISCO
442-1	0.00018	0.000198	0.000162	46.2	-122.18	WASHINGTON
DS-41	0.00018	0.000198	0.000162	46.2	-122.18	WASHINGTON
BO75-5	0.0002	0.00022	0.00018	38.02833	-119.04	CALFORNIA
MC74-13	0.0002	0.00022	0.00018	37.995	-119.02	CALFORNIA
s_1	0.0002	0.00022	0.00018	46.2	-122.18	WASHINGTON
s_T	0.0002	0.00022	0.00018	46.2	-122.18	WASHINGTON
BO75-4	0.0002	0.00022	0.00018	38.025	-119.05	CALFORNIA
BO74-4	0.0002	0.00022	0.00018	38.011665	-119.025	CALFORNIA
BO75-2	0.0002	0.00022	0.00018	38.02	-119.05	CALFORNIA
s_1	0.0002	0.00022	0.00018	46.2	-122.18	WASHINGTON
s_2	0.0005	0.00055	0.00045	46.2	-122.18	WASHINGTON
s_2	0.0005	0.00055	0.00045	46.2	-122.18	WASHINGTON
s_W	0.0005	0.00055	0.00045	46.2	-122.18	WASHINGTON
M72-7	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
LV87-1	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
VGC-1	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
83083-1	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
DP78-3	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
DP78-1	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
DP73-12	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
MC72-1	0.0006	0.00066	0.00054	38	-119	CALIFORNIA
s_HC7-3	0.001	0.0011	0.0009	40.5	-121.085	CALIFORNIA
s_HC7-2	0.001	0.0011	0.0009	40.5	-121.085	CALIFORNIA
92N4	0.001	0.0011	0.0009	37.15	-113.6	UTAH
NSG9238	0.001	0.0011	0.0009	37.15	-113.6	UTAH
92N3	0.001	0.0011	0.0009	37.15	-113.6	UTAH
92N1	0.001	0.0011	0.0009	37.15	-113.6	UTAH
92NDC2	0.001	0.0011	0.0009	37.25	-113.6	UTAH
92NDC1	0.001	0.0011	0.0009	37.25	-113.6	UTAH
TFJ46	0.001	0.69	0.2	44.4782	-121.8453	OREGON
s_HC7-5	0.001	0.0011	0.0009	40.5	-121.085	CALIFORNIA
PB-34	0.001	0.0011	0.0009	35.1667	-115.8167	CALIFORNIA
89UT1	0.001	0.0011	0.0009	37.1	-113.5	UTAH
92N2	0.001	0.0011	0.0009	37.15	-113.6	UTAH
92ND7	0.001	0.0011	0.0009	37.15	-113.6	UTAH
92ND6	0.001	0.0011	0.0009	37.15	-113.6	UTAH
RC08-LS-CHEM	0.001	0.0011	0.0009	36.3443	-113.1371	ARIZONA
A6023	0.001064	0.0011704	0.0009576	35.381	-111.528	ARIZONA
MM 801C	0.001064	0.0011704	0.0009576	35.3642	-111.504	ARIZONA
UNM-MM-801C	0.001064	0.0011704	0.0009576	35.3667	-111.5167	ARIZONA
SBL-1	0.00115	0.001265	0.001035	46.2	-122.18	WASHINGTON
DS-62	0.00115	0.001265	0.001035	46.2	-122.18	WASHINGTON
DS-63	0.00115	0.001265	0.001035	46.2	-122.18	WASHINGTON
MM 577A	0.00164	0.001804	0.001476	35.3073	-111.4907	ARIZONA
MM 577A	0.00164	0.001804	0.001476	35.3073	-111.4907	ARIZONA
MGV23	0.001769	0.0019459	0.0015921	18.96478	-101.71603	MICHOACAN DE OCAMPO
s_3	0.0018	0.00198	0.00162	46.2	-122.18	WASHINGTON
s_3	0.0018	0.00198	0.00162	46.2	-122.18	WASHINGTON
TFJ177	0.00195	0.0021	0.0018	44.4326	-121.9095	OREGON
V27	0.002	0.0022	0.0018	43.4598	-113.5665	IDAHO
69-20	0.002	0.0022	0.0018	43.4517	-113.5358	IDAHO
V31	0.002	0.0022	0.0018	43.4517	-113.5358	IDAHO
B6	0.00205	0.00213	0.00197	43.27	-113.41	IDAHO
BD-1	0.002076	0.002121	0.002031	43.433887	-113.51861	IDAHO
BD-3	0.002076	0.002121	0.002031	43.560276	-113.39306	IDAHO
BD-5	0.002076	0.002121	0.002031	43.426666	-113.54639	IDAHO
BD-6	0.002076	0.002121	0.002031	43.441666	-113.55695	IDAHO
BD-7	0.002076	0.002121	0.002031	43.441666	-113.55695	IDAHO
Tx-900	0.002076	0.002121	0.002031	43.4514	-113.5256	IDAHO
B6	0.00208	0.002165	0.001995	43.27	-113.41	IDAHO
78K52	0.0021	0.00231	0.00189	43.426666	-113.54639	IDAHO
B6	0.00211	0.0022	0.00202	43.27	-113.41	IDAHO
69-G	0.00213	1.8	0.01	42.95	-113.23333	IDAHO
B3	0.00213	0.00221	0.00205	43.4	-113.55	IDAHO
C14 date	0.00213	0.00226	0.002	42.9494	-113.2156	IDAHO
B4	0.00214	0.0022	0.00208	43.4	-113.55	IDAHO
B3	0.00219	0.00227	0.00235	43.4	-113.55	IDAHO
78K126	0.0022	0.00242	0.00198	43.388332	-113.49306	IDAHO
B6	0.0022	0.00233	0.00207	43.27	-113.41	IDAHO
V-31	0.0022	0.004	0.002	43.4517	-113.5358	IDAHO
69-20	0.0022	0.004	0.002	43.4517	-113.5358	IDAHO
TM-3	0.002205	0.00223	0.00218	43.373055	-113.49416	IDAHO
TM-5	0.002205	0.00223	0.00218	43.38361	-113.48611	IDAHO
TM-4	0.002205	0.00223	0.00218	43.388332	-113.49306	IDAHO
TM-2	0.002205	0.00223	0.00218	43.413055	-113.22305	IDAHO
Tx-1160	0.002205	0.00223	0.00218	43.4125	-113.5208	IDAHO
B3	0.00221	0.00229	0.00213	43.4	-113.55	IDAHO
K-KB	0.002222	0.002322	0.002122	42.86139	-113.21528	IDAHO
KB-2	0.002222	0.002322	0.002122	42.86139	-113.21528	IDAHO
COM9107	0.002222	0.002322	0.002122	42.9494	-113.2156	IDAHO
Tx-1165	0.002222	0.002322	0.002122	42.9494	-113.2156	IDAHO
B3	0.00224	0.00232	0.00216	43.4	-113.55	IDAHO
B3	0.00225	0.00233	0.00217	43.4	-113.55	IDAHO
B2	0.002255	0.002315	0.002195	43.4	-113.55	IDAHO
KWAPI	0.00227	0.00232	0.00222	42.944168	-113.25333	IDAHO
WA-1	0.00227	0.00232	0.00222	42.944168	-113.25333	IDAHO
WA-2	0.00227	0.00232	0.00222	42.775555	-113.10917	IDAHO
COM9106	0.00227	0.00232	0.00222	42.7322	-113.2138	IDAHO
P46HRC	0.00227	0.00232	0.00222	42.944168	-113.25333	IDAHO
K-SHOS	0.00227	0.00232	0.00222	42.944168	-113.25333	IDAHO
USGS-318	0.00227	0.00232	0.00222	42.7974	-113.2251	IDAHO
B3	0.00231	0.00238	0.00224	43.4	-113.55	IDAHO
78K120	0.0024	0.00264	0.00216	43.45861	-113.52222	IDAHO
78K99	0.0024	0.00264	0.00216	43.505	-113.46333	IDAHO
s_4	0.0024	0.00264	0.00216	46.2	-122.18	WASHINGTON
SBR-5	0.0024	0.0027	0.0021	43.4439	-113.5603	IDAHO
BC-4	0.0024	0.0027	0.0021	43.4425	-113.55833	IDAHO
BC-7	0.0024	0.0027	0.0021	43.445557	-113.56389	IDAHO
BC-9	0.0024	0.0027	0.0021	43.458057	-113.53278	IDAHO
BC-11	0.0024	0.0027	0.0021	43.450832	-113.55222	IDAHO
BC-12	0.0024	0.0027	0.0021	43.451668	-113.55361	IDAHO
NCP-3	0.0024	0.0027	0.0021	43.4573	-113.562	IDAHO
78K151	0.0024	0.00264	0.00216	43.461113	-113.55334	IDAHO
s_4	0.0024	0.00264	0.00216	46.2	-122.18	WASHINGTON
NCP-1	0.0024	0.0027	0.0021	43.4573	-113.562	IDAHO
SBR-5	0.0024	0.0027	0.0021	43.4479	-113.5667	IDAHO
BC-1	0.0024	0.0027	0.0021	43.468334	-113.53611	IDAHO
BC-5	0.0024	0.0027	0.0021	43.445557	-113.56389	IDAHO
BC-8	0.0024	0.0027	0.0021	43.45861	-113.52222	IDAHO
BC-13	0.0024	0.0027	0.0021	43.47972	-113.51639	IDAHO
W-5342	0.0024	0.0027	0.0021	43.4439	-113.5603	IDAHO
I-35	0.0025	0.004	0.001	39	-112.5	UTAH
I-10	0.0025	0.004	0.001	39	-112.5	UTAH
I-38	0.0025	0.004	0.001	39	-112.5	UTAH
I-27	0.0025	0.004	0.001	39	-112.5	UTAH
I-t	0.0025	0.004	0.001	39	-112.5	UTAH
I-M	0.0025	0.004	0.001	39	-112.5	UTAH
I-Mc	0.0025	0.004	0.001	39	-112.5	UTAH
I-31	0.0025	0.004	0.001	39	-112.5	UTAH
I-04	0.0025	0.004	0.001	39	-112.5	UTAH
s_BC	0.003	0.0033	0.0027	41.58	-121.59	CALIFORNIA
KA-8	0.003	0.0031	0.0029	37.7933	-118.1867	NEVADA
s_BC	0.003	0.0033	0.0027	41.58	-121.59	CALIFORNIA
s_BC	0.003	0.0033	0.0027	41.58	-121.59	CALIFORNIA
s_BC	0.003	0.0033	0.0027	41.58	-121.59	CALIFORNIA
s_BC	0.003	0.0033	0.0027	41.58	-121.59	CALIFORNIA
KA-6	0.003	0.00311	0.00289	37.7733	-118.1817	NEVADA
KA-9	0.0032	0.00331	0.00309	37.825	-118.2183	NEVADA
s_5	0.00335	0.003685	0.003015	46.2	-122.18	WASHINGTON
s_5	0.00335	0.003685	0.003015	46.2	-122.18	WASHINGTON
TFJ170	0.00344	0.00374	0.00319	44.521	-121.8734	OREGON
s_8	0.0035	0.00385	0.00315	46.2	-122.18	WASHINGTON
s_7	0.0035	0.00385	0.00315	46.2	-122.18	WASHINGTON
s_7	0.0035	0.00385	0.00315	46.2	-122.18	WASHINGTON
s_8	0.0035	0.00385	0.00315	46.2	-122.18	WASHINGTON
s_6	0.0035	0.00385	0.00315	46.2	-122.18	WASHINGTON
W-4447	0.00359	0.00366	0.00352	43.4514	-113.5256	IDAHO
MN-1	0.00359	0.00366	0.00352	43.2	-113.3	IDAHO
MN-2	0.00359	0.00366	0.00352	42.93222	-113.49333	IDAHO
MN-5	0.00359	0.00366	0.00352	43.2	-113.3	IDAHO
MN-3	0.00359	0.00366	0.00352	43.203335	-113.27639	IDAHO
MN-4	0.00359	0.00366	0.00352	42.935276	-113.48972	IDAHO
W-4339	0.00366	0.00372	0.0036	43.4514	-113.5256	IDAHO
DC-1	0.00366	0.00372	0.0036	43.3	-113.35	IDAHO
DC-2	0.00366	0.00372	0.0036	43.3	-113.35	IDAHO
DC-3	0.00366	0.00372	0.0036	43.24222	-113.28028	IDAHO
69-17	0.004	0.0044	0.0036	43.3757	-113.4409	IDAHO
US67	0.004	0.0044	0.0036	39.67	-107.03	COLORADO
5LT47	0.004	0.0044	0.0036	39.67	-107.03	COLORADO
6G014	0.004	0.0053	0.0027	37.7175	-119.0181	CALIFORNIA
W-4259	0.0043	0.00436	0.00424	43.4514	-113.5256	IDAHO
DH-2	0.0043	0.00436	0.00424	43.3	-113.39167	IDAHO
DH-3	0.0043	0.00436	0.00424	43.506668	-113.22389	IDAHO
B6	0.00442	0.00459	0.00425	43.27	-113.41	IDAHO
78K81	0.0045	0.00495	0.00405	43.3	-113.35	IDAHO
79K94	0.0045	0.00495	0.00405	43.2	-113.3	IDAHO
RF-2	0.00451	0.00461	0.00441	43.256943	-113.29611	IDAHO
W-4742	0.00451	0.00461	0.00441	43.4514	-113.5256	IDAHO
DP81-2	0.005	0.0055	0.0045	37.423332	-119.05833	CALFORNIA
Z-388	0.005	3	0	19.18	-100.258	MEXICO
US68	0.005	0.01	0	39.67	-107.15	COLORADO
J.14.1	0.005	0.01	0	29.3136	-114.74788	BAJA CALIFORNIA
SQ.5.2	0.005	0.01	0	30.54	-115.99	BAJA CALIFORNIA
22	0.005	0.01	0	24.225	-104.5167	DURANGO
SB.18.1	0.005	0.01	0	28.5196	-114.017	BAJA CALIFORNIA
SB.19.1	0.005	0.01	0	26.6568	-113.925	BAJA CALIFORNIA
J.7.2	0.005	0.01	0	29.3692	-114.70898	BAJA CALIFORNIA
HHA olivine gabbro inclusion 2	0.0052	0.5	0.005	43.489445	-112.44889	IDAHO
6/12/19	0.0052	0.5	0.005	43.600277	-112.145	IDAHO
6/15/08	0.0052	0.5	0.005	43.568054	-112.35	IDAHO
6-24-4b	0.0052	0.5	0.005	43.443054	-112.46528	IDAHO
HHA-W	0.0052	0.5	0.005	43.495	-112.23139	IDAHO
6-24-4a	0.0052	0.5	0.005	43.443054	-112.46528	IDAHO
6/12/13	0.0052	0.5	0.005	43.517223	-112.1975	IDAHO
6/12/14	0.0052	0.5	0.005	43.529167	-112.24167	IDAHO
6-27-8b	0.0052	0.5	0.005	43.54361	-112.36056	IDAHO
HHA olivine gabbro inclusion	0.0052	0.5	0.005	43.489445	-112.44889	IDAHO
W-5341	0.0052	0.00535	0.00505	43.3647	-112.3462	IDAHO
6/13/05	0.0052	0.5	0.005	43.56861	-112.19861	IDAHO
6/12/16	0.0052	0.5	0.005	43.613056	-112.20528	IDAHO
855-147	0.0052	0.008	0.0024	36.6869	-104.4694	NEW MEXICO
Z93-28	0.0052	0.008	0.0024	36.75	-104.25	NEW MEXICO
Z93-26	0.0052	0.008	0.0024	36.6977	-104.0087	NEW MEXICO
S80-50	0.0052	0.008	0.0024	36.7181	-104.3408	NEW MEXICO
S80-16	0.0052	0.008	0.0024	36.7753	-104.1542	NEW MEXICO
79-44B	0.0052	0.008	0.0024	36.7469	-103.9617	NEW MEXICO
79-26B	0.0052	0.008	0.0024	36.6589	-104.3844	NEW MEXICO
79-26	0.0052	0.008	0.0024	36.6589	-104.3844	NEW MEXICO
HHA olivine gabbro inclusion 1	0.0052	0.5	0.005	43.489445	-112.44889	IDAHO
HHA-8d	0.0052	0.5	0.005	43.49	-112.44611	IDAHO
6/12/02	0.0052	0.5	0.005	43.495834	-112.16666	IDAHO
NRV	0.0052	0.5	0.005	43.541668	-112.21778	IDAHO
6/8/07	0.0052	0.5	0.005	43.27222	-112.31528	IDAHO
6/10/09	0.0052	0.5	0.005	43.2575	-112.39445	IDAHO
6-13-5a	0.0052	0.5	0.005	43.56861	-112.19861	IDAHO
6/27/01	0.0052	0.5	0.005	43.52139	-112.20834	IDAHO
6/14/06	0.0052	0.5	0.005	43.5875	-112.33611	IDAHO
84KS4	0.0052	0.00535	0.00505	43.364445	-112.35667	IDAHO
HH-2	0.0052	0.00535	0.00505	43.55722	-112.44417	IDAHO
SBR inclusion	0.0052	0.5	0.005	43.602222	-112.14306	IDAHO
6/16/06	0.0052	0.5	0.005	43.47361	-112.2075	IDAHO
855-273	0.0052	0.008	0.0024	36.8217	-103.8808	NEW MEXICO
855-111	0.0052	0.008	0.0024	36.7469	-103.9617	NEW MEXICO
S80-41	0.0052	0.008	0.0024	36.6606	-104.4192	NEW MEXICO
79-28	0.0052	0.008	0.0024	36.6806	-104.3894	NEW MEXICO
79-27	0.0052	0.008	0.0024	36.67	-104.3889	NEW MEXICO
82-91b	0.0055	0.009	0.002	41.47283	-122.69122	CALIFORNIA
83-46	0.0055	0.009	0.002	41.419	-122.69032	CALIFORNIA
83-54	0.0055	0.009	0.002	41.4105	-122.69018	CALIFORNIA
83-44	0.0055	0.009	0.002	41.4065	-122.69011	CALIFORNIA
83-55	0.0055	0.009	0.002	41.410667	-122.69018	CALIFORNIA
97-5	0.0055	0.009	0.002	41.423832	-122.6904	CALIFORNIA
B5	0.0056	0.0063	0.0051	43.4	-113.55	IDAHO
513	0.006	0.0066	0.0054	42.93889	-122.14444	OREGON
78K95A	0.006	0.0066	0.0054	43.358055	-113.57667	IDAHO
78K67	0.006	0.0066	0.0054	43.358612	-113.52583	IDAHO
78K92	0.006	0.0066	0.0054	43.25611	-113.45	IDAHO
78K129	0.006	0.0066	0.0054	43.35	-113.47028	IDAHO
SN-2	0.006	0.0066	0.0054	43.33361	-113.47694	IDAHO
IN-1	0.006	0.0066	0.0054	43.360832	-113.55527	IDAHO
IS-1	0.006	0.0066	0.0054	43.358055	-113.57667	IDAHO
ST-2	0.006	0.0066	0.0054	43.34722	-113.45972	IDAHO
ST-3	0.006	0.0066	0.0054	43.25611	-113.45	IDAHO
FB-1	0.006	0.0066	0.0054	43.35	-113.47028	IDAHO
SN-1	0.006	0.0066	0.0054	43.346943	-113.43945	IDAHO
515	0.006	0.0066	0.0054	42.93889	-122.14444	OREGON
78K118	0.006	0.0066	0.0054	43.346943	-113.43945	IDAHO
BB-1	0.006	0.0066	0.0054	43.42361	-113.5525	IDAHO
SO-1	0.006	0.0066	0.0054	43.394444	-113.51278	IDAHO
ST-1	0.006	0.0066	0.0054	43.233334	-113.39167	IDAHO
W-4370	0.00602	0.00618	0.00586	43.4514	-113.5256	IDAHO
SA-1	0.00602	0.00618	0.00586	43.295555	-113.50611	IDAHO
SA-2	0.00602	0.00618	0.00586	43.358612	-113.52583	IDAHO
SA-3	0.00602	0.00618	0.00586	43.358612	-113.52583	IDAHO
SA-4	0.00602	0.00618	0.00586	43.394722	-113.51195	IDAHO
5G202	0.0063	0.0075	0.0051	37.8192	-119.0247	CALIFORNIA
78K150	0.0065	0.00715	0.00585	43.444168	-113.58167	IDAHO
78K65	0.0065	0.00715	0.00585	43.280834	-113.66194	IDAHO
W-4587	0.0065	0.00656	0.00644	43.4514	-113.5256	IDAHO
5G204	0.0065	0.0079	0.0051	37.8253	-119.015	CALIFORNIA
MB-411	0.0065	0.0065	0.0065	48.773	-121.787	WASHINGTON
78K147A	0.0066	0.00726	0.00594	43.332222	-113.69167	IDAHO
W-4592	0.0066	0.00666	0.00654	43.4514	-113.5256	IDAHO
s_854	0.0068	0.00748	0.00612	42.62133	-122.7008	OREGON
s_705	0.0068	0.00748	0.00612	42.9705	-121.9221	OREGON
s_799	0.0068	0.00748	0.00612	42.9901	-122.086	OREGON
s_1023	0.0068	0.00748	0.00612	41.8926	-122.1128	OREGON
s_1038	0.0068	0.00748	0.00612	42.537	-122.7005	OREGON
s_195	0.0068	0.00748	0.00612	42.929	-122.0515	OREGON
s_1326	0.0068	0.00748	0.00612	42.918	-122.0945	OREGON
s_432	0.0068	0.00748	0.00612	42.9503	-122.1678	OREGON
s_853	0.0068	0.00748	0.00612	43.0416	-122.07	OREGON
s_354	0.0068	0.00748	0.00612	42.99896	-122.1626	OREGON
s_1092	0.0068	0.00748	0.00612	42.906	-122.1235	OREGON
s_621	0.0068	0.00748	0.00612	42.894	-122.247	OREGON
s_381	0.0068	0.00748	0.00612	42.0833	-122.7197	OREGON
s_198	0.0068	0.00748	0.00612	42.333	-122.633	OREGON
s_306	0.0068	0.00748	0.00612	42.066	-122.7037	OREGON
s_435	0.0068	0.00748	0.00612	42.953	-122.1598	OREGON
s_775	0.0068	0.00748	0.00612	42.9981	-122.046	OREGON
s_811	0.0068	0.00748	0.00612	42.9811	-122.1225	OREGON
s_803	0.0068	0.00748	0.00612	42.59166	-122.673	OREGON
s_637	0.0068	0.00748	0.00612	42.53783	-122.7238	OREGON
s_1290	0.0068	0.00748	0.00612	42.52066	-122.675	OREGON
s_152	0.0068	0.00748	0.00612	42.9761	-122.1005	OREGON
s_153	0.0068	0.00748	0.00612	42.972	-122.1455	OREGON
s_533	0.0068	0.00748	0.00612	42.033	-122.6663	OREGON
s_452	0.0068	0.00748	0.00612	42.954	-122.1651	OREGON
s_1216	0.0068	0.00748	0.00612	42.5045	-122.6637	OREGON
s_1143	0.0068	0.00748	0.00612	43.458	-122.2053	OREGON
s_825	0.0068	0.00748	0.00612	42.716	-122.6313	OREGON
s_160	0.0068	0.00748	0.00612	41.59417	-122.6475	OREGON
s_154	0.0068	0.00748	0.00612	42.9778	-122.1261	OREGON
s_582	0.0068	0.00748	0.00612	42.8505	-122.0008	OREGON
s_606	0.0068	0.00748	0.00612	42.8916	-122.197	OREGON
566	0.006845	0.00685	0.00684	42.85306	-122.00806	OREGON
870	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
871	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
775	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
871G	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
160G	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
870G	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
1013	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
799G	0.006845	0.0075295	0.0061605	42.97611	-122.07694	OREGON
160	0.00685	0.007535	0.006165	42.97611	-122.07694	OREGON
1013G	0.00685	0.007535	0.006165	42.97611	-122.07694	OREGON
5G203	0.007	0.009	0.005	37.8619	-119.0061	CALIFORNIA
503	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
850	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
209	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
866G	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
866	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
154	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
846	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
153	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
861	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
938	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
861G	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
503G	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
153G	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
154G	0.007015	0.00706	0.0067	42.97222	-122.13222	OREGON
5G201	0.0071	0.0081	0.0061	37.8131	-119.0325	CALIFORNIA
78K183	0.0073	0.00803	0.00657	43.453888	-113.59111	IDAHO
W-4488	0.00736	0.00742	0.0073	43.4553	-113.5811	IDAHO
GC-4	0.00736	0.00742	0.0073	43.453888	-113.59111	IDAHO
W-4511	0.00747	0.00755	0.00739	43.0966	-113.6371	IDAHO
LL-1	0.00747	0.00755	0.00739	43.121113	-113.64722	IDAHO
LL-2	0.00747	0.00755	0.00739	43.115	-113.65083	IDAHO
LC81-730	0.00755	0.0076	0.0075	40.5011	-121.4997	CALIFORNIA
39	0.0077	0.00798	0.00742	45.5472	-122.0561	WASHINGTON
78K68	0.0078	0.00858	0.00702	43.285557	-113.46944	IDAHO
LA-1	0.00784	0.00798	0.0077	43.140556	-113.57722	IDAHO
LA-2	0.00784	0.00798	0.0077	43.141388	-113.58528	IDAHO
LA-4	0.00784	0.00798	0.0077	43.267223	-113.43972	IDAHO
W-4497	0.00784	0.00798	0.0077	43.1428	-113.5797	IDAHO
LA-3	0.00784	0.00798	0.0077	43.285557	-113.46944	IDAHO
LC85-666	0.00813	0.00823	0.00803	40.5019	-121.4894	CALIFORNIA
42	0.0082	0.0083	0.0081	45.4824	-121.4152	WASHINGTON
43	0.0082	0.0083	0.0081	45.4716	-121.378	WASHINGTON
L2	0.0085	0.0105	0.0065	19.1167	-99.5544	MEXICO
d-42	0.0085	0.0105	0.0065	19.2397	-99.4122	MEXICO
Sc08	0.0085	0.0105	0.0065	19.1153	-99.6139	MEXICO
Sc02	0.0085	0.0105	0.0065	19.0947	-99.6078	MEXICO
MX42	0.0085	0.0105	0.0065	19.0753	-99.3989	MEXICO
MX84	0.0085	0.0105	0.0065	19.0169	-99.4569	MEXICO
MX49	0.0085	0.0105	0.0065	19.11	-99.5253	MEXICO
MX53	0.0085	0.0105	0.0065	19.1172	-99.6144	MEXICO
MX33	0.0085	0.0105	0.0065	19.2258	-99.445	MEXICO
MX30	0.0085	0.0105	0.0065	19.245	-99.4283	MEXICO
XTN	0.0085	0.0105	0.0065	19.0894	-99.6264	MEXICO
d-47	0.0085	0.0105	0.0065	19.25	-99.46	MEXICO
Sc09	0.0085	0.0105	0.0065	19.1117	-99.6306	MEXICO
Sc05	0.0085	0.0105	0.0065	19.1049	-99.6411	MEXICO
TEB	0.0085	0.0105	0.0065	19.1117	-99.6303	MEXICO
d-54	0.0085	0.0105	0.0065	19.1161	-99.6111	MEXICO
MX46	0.0085	0.0105	0.0065	19.075	-99.4311	MEXICO
MX83	0.0085	0.0105	0.0065	19.0383	-99.4869	MEXICO
